rep,host,t,delay_sec
0,1,47000.0,0.002022215034
0,1,48000.0,
0,1,49000.0,0.002903213479
0,1,50000.0,0.002903213479
0,2,5000.0,0.00399275679
0,2,6000.0,0.00399275679
0,2,7000.0,0.00399275679
0,2,8000.0,0.003650489747
0,2,9000.0,0.003650489747
0,2,10000.0,0.003650489747
0,2,11000.0,
0,2,12000.0,0.002419985733
0,2,13000.0,0.002419985733
0,2,14000.0,0.002419985733
0,2,15000.0,
0,2,16000.0,0.003060041788
0,2,17000.0,0.003060041788
0,2,18000.0,0.003060041788
0,2,19000.0,
0,2,20000.0,
0,2,21000.0,0.002980116357
0,2,22000.0,0.002980116357
0,2,23000.0,0.002980116357
0,2,24000.0,
0,2,25000.0,
0,2,26000.0,0.002440190992
0,2,27000.0,0.002440190992
0,2,28000.0,0.002440190992
0,2,29000.0,0.002800238526
0,2,30000.0,0.002800238526
0,2,31000.0,0.002800238526
0,2,32000.0,
0,2,33000.0,0.002280305049
0,2,34000.0,0.002280305049
0,2,35000.0,0.002280305049
0,2,36000.0,
0,2,37000.0,0.002840368737
0,2,38000.0,0.002840368737
0,2,39000.0,0.002840368737
0,2,40000.0,
0,2,41000.0,
0,2,42000.0,0.003500450876
0,2,43000.0,0.003500450876
0,2,44000.0,0.003500450876
0,2,45000.0,0.002360501756
0,2,46000.0,0.002360501756
0,2,47000.0,0.002360501756
0,2,48000.0,
0,2,49000.0,0.003180571891
0,2,50000.0,0.003180571891
0,4,5000.0,3.023370560091
0,4,6000.0,3.023370560091
0,4,7000.0,3.023370560091
0,4,8000.0,
0,4,9000.0,0.002901569826
0,4,10000.0,0.002901569826
0,4,11000.0,0.002901569826
0,4,12000.0,
0,4,13000.0,0.002841743807
0,4,14000.0,0.002841743807
0,4,15000.0,0.002841743807
0,4,16000.0,0.002902033641
0,4,17000.0,0.002902033641
0,4,18000.0,0.002902033641
0,4,19000.0,
0,4,20000.0,0.002302387826
0,4,21000.0,0.002302387826
0,4,22000.0,0.002302387826
0,4,23000.0,
0,4,24000.0,0.003438393209
0,4,25000.0,0.003438393209
0,4,26000.0,0.003438393209
0,4,27000.0,
0,4,28000.0,0.003725702689
0,4,29000.0,0.003725702689
0,4,30000.0,0.003725702689
0,4,31000.0,
0,4,32000.0,
0,4,33000.0,0.002244249844
0,4,34000.0,0.002244249844
0,4,35000.0,0.002244249844
0,4,36000.0,
0,4,37000.0,0.002705098254
0,4,38000.0,0.002705098254
0,4,39000.0,0.002705098254
0,4,40000.0,
0,4,41000.0,
0,4,42000.0,0.002125958729
0,4,43000.0,0.002125958729
0,4,44000.0,0.002125958729
0,4,45000.0,
0,4,46000.0,0.002966682269
0,4,47000.0,0.002966682269
0,4,48000.0,0.002966682269
0,4,49000.0,
0,4,50000.0,
0,5,5000.0,3.016364093653
0,5,6000.0,3.016364093653
0,5,7000.0,3.016364093653
0,5,8000.0,0.002787031265
0,5,9000.0,0.002787031265
0,5,10000.0,0.002787031265
0,5,11000.0,
0,5,12000.0,0.002786943744
0,5,13000.0,0.002786943744
0,5,14000.0,0.002786943744
0,5,15000.0,0.005471997931
0,5,16000.0,0.005471997931
0,5,17000.0,0.005471997931
0,5,18000.0,
0,5,19000.0,0.002306856915
0,5,20000.0,0.002306856915
0,5,21000.0,0.002306856915
0,5,22000.0,
0,5,23000.0,0.002722965032
0,5,24000.0,0.002722965032
0,5,25000.0,0.002722965032
0,5,26000.0,0.004055226208
0,5,27000.0,0.004055226208
0,5,28000.0,0.004055226208
0,5,29000.0,
0,5,30000.0,0.002926901144
0,5,31000.0,0.002926901144
0,5,32000.0,0.002926901144
0,5,33000.0,
0,5,34000.0,0.00404961966
0,5,35000.0,0.00404961966
0,5,36000.0,0.00404961966
0,5,37000.0,0.003027046654
0,5,38000.0,0.003027046654
0,5,39000.0,0.003027046654
0,5,40000.0,
0,5,41000.0,
0,5,42000.0,
0,5,43000.0,
0,5,44000.0,0.002406521508
0,5,45000.0,0.002406521508
0,5,46000.0,0.002406521508
0,5,47000.0,
0,5,48000.0,
0,5,49000.0,0.002064964917
0,5,50000.0,0.002064964917
0,6,5000.0,0.002182994989
0,6,6000.0,0.002182994989
0,6,7000.0,0.002182994989
0,6,8000.0,0.002083902691
0,6,9000.0,0.002083902691
0,6,10000.0,0.002083902691
0,6,11000.0,
0,6,12000.0,
0,6,13000.0,0.003953628793
0,6,14000.0,0.003953628793
0,6,15000.0,0.003953628793
0,6,16000.0,0.003046506385
0,6,17000.0,0.003046506385
0,6,18000.0,0.003046506385
0,6,19000.0,
0,6,20000.0,
0,6,21000.0,0.005605530548
0,6,22000.0,0.005605530548
0,6,23000.0,0.005605530548
0,6,24000.0,
0,6,25000.0,
0,6,26000.0,0.008877272388
0,6,27000.0,0.008877272388
0,6,28000.0,0.008877272388
0,6,29000.0,
0,6,30000.0,0.004968877399
0,6,31000.0,0.004968877399
0,6,32000.0,0.004968877399
0,6,33000.0,
0,6,34000.0,0.005089892154
0,6,35000.0,0.005089892154
0,6,36000.0,0.005089892154
0,6,37000.0,
0,6,38000.0,0.004456613239
0,6,39000.0,0.004456613239
0,6,40000.0,0.004456613239
0,6,41000.0,
0,6,42000.0,0.00479193639
0,6,43000.0,0.00479193639
0,6,44000.0,0.00479193639
0,6,45000.0,
0,6,46000.0,
0,6,47000.0,0.005152109293
0,6,48000.0,0.005152109293
0,6,49000.0,0.005152109293
0,6,50000.0,
0,7,5000.0,0.005777277711
0,7,6000.0,0.005777277711
0,7,7000.0,0.005777277711
0,7,8000.0,
0,7,9000.0,0.005288489098
0,7,10000.0,0.005288489098
0,7,11000.0,0.005288489098
0,7,12000.0,
0,7,13000.0,0.006791812398
0,7,14000.0,0.006791812398
0,7,15000.0,0.006791812398
0,7,16000.0,0.003988601615
0,7,17000.0,0.003988601615
0,7,18000.0,0.003988601615
0,7,19000.0,0.004348404857
0,7,20000.0,0.004348404857
0,7,21000.0,0.004348404857
0,7,22000.0,
0,7,23000.0,
0,7,24000.0,0.004809759566
0,7,25000.0,0.004809759566
0,7,26000.0,0.004809759566
0,7,27000.0,
0,7,28000.0,0.005030925426
0,7,29000.0,0.005030925426
0,7,30000.0,0.005030925426
0,7,31000.0,
0,7,32000.0,0.004628555229
0,7,33000.0,0.004628555229
0,7,34000.0,0.004628555229
0,7,35000.0,
0,7,36000.0,
0,7,37000.0,0.005807100815
0,7,38000.0,0.005807100815
0,7,39000.0,0.005807100815
0,7,40000.0,
0,7,41000.0,
0,7,42000.0,
0,7,43000.0,
0,7,44000.0,
0,7,45000.0,
0,7,46000.0,
0,7,47000.0,0.006524228224
0,7,48000.0,0.006524228224
0,7,49000.0,0.006524228224
0,7,50000.0,
0,8,5000.0,0.004434994755
0,8,6000.0,0.004434994755
0,8,7000.0,0.004434994755
0,8,8000.0,
0,8,9000.0,
0,8,10000.0,0.002866007427
0,8,11000.0,0.002866007427
0,8,12000.0,0.002866007427
0,8,13000.0,0.003005847112
0,8,14000.0,0.003005847112
0,8,15000.0,0.003005847112
0,8,16000.0,
0,8,17000.0,0.00260565679
0,8,18000.0,0.00260565679
0,8,19000.0,0.00260565679
0,8,20000.0,
0,8,21000.0,0.006592534277
0,8,22000.0,0.006592534277
0,8,23000.0,0.006592534277
0,8,24000.0,
0,8,25000.0,
0,8,26000.0,0.008198606889
0,8,27000.0,0.008198606889
0,8,28000.0,0.008198606889
0,8,29000.0,
0,8,30000.0,0.002805672086
0,8,31000.0,0.002805672086
0,8,32000.0,0.002805672086
0,8,33000.0,
0,8,34000.0,0.002386471168
0,8,35000.0,0.002386471168
0,8,36000.0,0.002386471168
0,8,37000.0,
0,8,38000.0,
0,8,39000.0,
0,8,40000.0,
0,8,41000.0,
0,8,42000.0,
0,8,43000.0,
0,8,44000.0,
0,8,45000.0,
0,8,46000.0,
0,8,47000.0,0.00444782878
0,8,48000.0,0.00444782878
0,8,49000.0,0.00444782878
0,8,50000.0,0.006380603468
0,9,5000.0,0.005166212086
0,9,6000.0,0.005166212086
0,9,7000.0,0.005166212086
0,9,8000.0,
0,9,9000.0,0.005308486285
0,9,10000.0,0.005308486285
0,9,11000.0,0.005308486285
0,9,12000.0,
0,9,13000.0,0.005428893238
0,9,14000.0,0.005428893238
0,9,15000.0,0.005428893238
0,9,16000.0,0.019070089783
0,9,17000.0,0.019070089783
0,9,18000.0,0.019070089783
0,9,19000.0,
0,9,20000.0,
0,9,21000.0,0.005404490205
0,9,22000.0,0.005404490205
0,9,23000.0,0.005404490205
0,9,24000.0,
0,9,25000.0,0.005264546817
0,9,26000.0,0.005264546817
0,9,27000.0,0.005264546817
0,9,28000.0,
0,9,29000.0,0.004484837728
0,9,30000.0,0.004484837728
0,9,31000.0,0.004484837728
0,9,32000.0,
0,9,33000.0,
0,9,34000.0,0.005345576787
0,9,35000.0,0.005345576787
0,9,36000.0,0.005345576787
0,9,37000.0,
0,9,38000.0,0.005646391774
0,9,39000.0,0.005646391774
0,9,40000.0,0.005646391774
0,9,41000.0,
0,9,42000.0,0.005327042311
0,9,43000.0,0.005327042311
0,9,44000.0,0.005327042311
0,9,45000.0,
0,9,46000.0,
0,9,47000.0,0.004967126802
0,9,48000.0,0.004967126802
0,9,49000.0,0.004967126802
0,9,50000.0,0.004446720691
0,10,5000.0,3.012946150462
0,10,6000.0,3.012946150462
0,10,7000.0,3.012946150462
0,10,8000.0,
0,10,9000.0,0.003081761332
0,10,10000.0,0.003081761332
0,10,11000.0,0.003081761332
0,10,12000.0,
0,10,13000.0,0.002720174147
0,10,14000.0,0.002720174147
0,10,15000.0,0.002720174147
0,10,16000.0,
0,10,17000.0,0.002118866723
0,10,18000.0,0.002118866723
0,10,19000.0,0.002118866723
0,10,20000.0,
0,10,21000.0,0.001857372627
0,10,22000.0,0.001857372627
0,10,23000.0,0.001857372627
0,10,24000.0,
0,10,25000.0,0.002597130845
0,10,26000.0,0.002597130845
0,10,27000.0,0.002597130845
0,10,28000.0,
0,10,29000.0,0.002058469877
0,10,30000.0,0.002058469877
0,10,31000.0,0.002058469877
0,10,32000.0,
0,10,33000.0,0.002239899476
0,10,34000.0,0.002239899476
0,10,35000.0,0.002239899476
0,10,36000.0,
0,10,37000.0,0.002821344236
0,10,38000.0,0.002821344236
0,10,39000.0,0.002821344236
0,10,40000.0,0.003834300715
0,10,41000.0,0.003834300715
0,10,42000.0,0.003834300715
0,10,43000.0,
0,10,44000.0,0.002324117135
0,10,45000.0,0.002324117135
0,10,46000.0,0.002324117135
0,10,47000.0,
0,10,48000.0,0.002844169508
0,10,49000.0,0.002844169508
0,10,50000.0,0.002844169508
0,11,5000.0,0.021662322014
0,11,6000.0,0.021662322014
0,11,7000.0,0.021662322014
0,11,8000.0,0.002387042608
0,11,9000.0,0.002387042608
0,11,10000.0,0.002387042608
0,11,11000.0,
0,11,12000.0,0.006232049774
0,11,13000.0,0.006232049774
0,11,14000.0,0.006232049774
0,11,15000.0,
0,11,16000.0,0.004946269148
0,11,17000.0,0.004946269148
0,11,18000.0,0.004946269148
0,11,19000.0,0.00500310058
0,11,20000.0,0.00500310058
0,11,21000.0,0.00500310058
0,11,22000.0,
0,11,23000.0,0.006907251172
0,11,24000.0,0.006907251172
0,11,25000.0,0.006907251172
0,11,26000.0,
0,11,27000.0,0.004847875937
0,11,28000.0,0.004847875937
0,11,29000.0,0.004847875937
0,11,30000.0,
0,11,31000.0,0.00402691273
0,11,32000.0,0.00402691273
0,11,33000.0,0.00402691273
0,11,34000.0,
0,11,35000.0,
0,11,36000.0,0.004930605979
0,11,37000.0,0.004930605979
0,11,38000.0,0.004930605979
0,11,39000.0,
0,11,40000.0,0.003751005647
0,11,41000.0,0.003751005647
0,11,42000.0,0.003751005647
0,11,43000.0,
0,11,44000.0,0.005443726262
0,11,45000.0,0.005443726262
0,11,46000.0,0.005443726262
0,11,47000.0,0.004968482642
0,11,48000.0,0.004968482642
0,11,49000.0,0.004968482642
0,11,50000.0,
0,12,5000.0,
0,12,6000.0,0.00914411833
0,12,7000.0,0.00914411833
0,12,8000.0,0.00914411833
0,12,9000.0,
0,12,10000.0,
0,12,11000.0,0.006388209753
0,12,12000.0,0.006388209753
0,12,13000.0,0.006388209753
0,12,14000.0,
0,12,15000.0,0.005146890217
0,12,16000.0,0.005146890217
0,12,17000.0,0.005146890217
0,12,18000.0,
0,12,19000.0,0.004866248557
0,12,20000.0,0.004866248557
0,12,21000.0,0.004866248557
0,12,22000.0,
0,12,23000.0,0.004664948008
0,12,24000.0,0.004664948008
0,12,25000.0,0.004664948008
0,12,26000.0,
0,12,27000.0,
0,12,28000.0,0.006555086858
0,12,29000.0,0.006555086858
0,12,30000.0,0.006555086858
0,12,31000.0,
0,12,32000.0,0.002426218326
0,12,33000.0,0.002426218326
0,12,34000.0,0.002426218326
0,12,35000.0,
0,12,36000.0,0.002325356108
0,12,37000.0,0.002325356108
0,12,38000.0,0.002325356108
0,12,39000.0,
0,12,40000.0,0.002964677102
0,12,41000.0,0.002964677102
0,12,42000.0,0.002964677102
0,12,43000.0,
0,12,44000.0,0.00342752728
0,12,45000.0,0.00342752728
0,12,46000.0,0.00342752728
0,12,47000.0,
0,12,48000.0,0.002223994382
0,12,49000.0,0.002223994382
0,12,50000.0,0.002223994382
0,13,5000.0,
0,13,6000.0,
0,13,7000.0,0.00628968885
0,13,8000.0,0.00628968885
0,13,9000.0,0.00628968885
0,13,10000.0,
0,13,11000.0,0.003758496649
0,13,12000.0,0.003758496649
0,13,13000.0,0.003758496649
0,13,14000.0,
0,13,15000.0,
0,13,16000.0,0.002857343602
0,13,17000.0,0.002857343602
0,13,18000.0,0.002857343602
0,13,19000.0,
0,13,20000.0,
0,13,21000.0,0.002357585001
0,13,22000.0,0.002357585001
0,13,23000.0,0.002357585001
0,13,24000.0,
0,13,25000.0,0.003399832213
0,13,26000.0,0.003399832213
0,13,27000.0,0.003399832213
0,13,28000.0,
0,13,29000.0,
0,13,30000.0,0.001758057174
0,13,31000.0,0.001758057174
0,13,32000.0,0.001758057174
0,13,33000.0,
0,13,34000.0,0.002358265689
0,13,35000.0,0.002358265689
0,13,36000.0,0.002358265689
0,13,37000.0,
0,13,38000.0,0.002698488
0,13,39000.0,0.002698488
0,13,40000.0,0.002698488
0,13,41000.0,
0,13,42000.0,0.002938697608
0,13,43000.0,0.002938697608
0,13,44000.0,0.002938697608
0,13,45000.0,
0,13,46000.0,
0,13,47000.0,0.002758946757
0,13,48000.0,0.002758946757
0,13,49000.0,0.002758946757
0,13,50000.0,0.002608976654
0,14,5000.0,0.003771711812
0,14,6000.0,0.003771711812
0,14,7000.0,0.003771711812
0,14,8000.0,
0,14,9000.0,
0,14,10000.0,0.003753616863
0,14,11000.0,0.003753616863
0,14,12000.0,0.003753616863
0,14,13000.0,
0,14,14000.0,
0,14,15000.0,0.00277125897
0,14,16000.0,0.00277125897
0,14,17000.0,0.00277125897
0,14,18000.0,0.00306450087
0,14,19000.0,0.00306450087
0,14,20000.0,0.00306450087
0,14,21000.0,
0,14,22000.0,
0,14,23000.0,
0,14,24000.0,
0,14,25000.0,3.046238950568
0,14,26000.0,3.046238950568
0,14,27000.0,3.046238950568
0,14,28000.0,
0,14,29000.0,0.002303896229
0,14,30000.0,0.002303896229
0,14,31000.0,0.002303896229
0,14,32000.0,
0,14,33000.0,0.001883686243
0,14,34000.0,0.001883686243
0,14,35000.0,0.001883686243
0,14,36000.0,
0,14,37000.0,0.005968381869
0,14,38000.0,0.005968381869
0,14,39000.0,0.005968381869
0,14,40000.0,0.00324333062
0,14,41000.0,0.00324333062
0,14,42000.0,0.00324333062
0,14,43000.0,
0,14,44000.0,0.003143310983
0,14,45000.0,0.003143310983
0,14,46000.0,0.003143310983
0,14,47000.0,
0,14,48000.0,0.005754116504
0,14,49000.0,0.005754116504
0,14,50000.0,0.005754116504
0,15,5000.0,
0,15,6000.0,0.005586605392
0,15,7000.0,0.005586605392
0,15,8000.0,0.005586605392
0,15,9000.0,
0,15,10000.0,0.005881412958
0,15,11000.0,0.005881412958
0,15,12000.0,0.005881412958
0,15,13000.0,
0,15,14000.0,0.003964183371
0,15,15000.0,0.003964183371
0,15,16000.0,0.003964183371
0,15,17000.0,
0,15,18000.0,0.003983542411
0,15,19000.0,0.003983542411
0,15,20000.0,0.003983542411
0,15,21000.0,0.002146059959
0,15,22000.0,0.002146059959
0,15,23000.0,0.002146059959
0,15,24000.0,
0,15,25000.0,0.002705334863
0,15,26000.0,0.002705334863
0,15,27000.0,0.002705334863
0,15,28000.0,0.00256474278
0,15,29000.0,0.00256474278
0,15,30000.0,0.00256474278
0,15,31000.0,
0,15,32000.0,
0,15,33000.0,0.002764051418
0,15,34000.0,0.002764051418
0,15,35000.0,0.002764051418
0,15,36000.0,
0,15,37000.0,0.002383676036
0,15,38000.0,0.002383676036
0,15,39000.0,0.002383676036
0,15,40000.0,
0,15,41000.0,0.00310362504
0,15,42000.0,0.00310362504
0,15,43000.0,0.00310362504
0,15,44000.0,
0,15,45000.0,
0,15,46000.0,0.00262386501
0,15,47000.0,0.00262386501
0,15,48000.0,0.00262386501
0,15,49000.0,
0,15,50000.0,0.002981644175
0,16,5000.0,0.01019814547
0,16,6000.0,0.01019814547
0,16,7000.0,0.01019814547
0,16,8000.0,
0,16,9000.0,0.010015934597
0,16,10000.0,0.010015934597
0,16,11000.0,0.010015934597
0,16,12000.0,
0,16,13000.0,
0,16,14000.0,
0,16,15000.0,
0,16,16000.0,
0,16,17000.0,0.003992920289
0,16,18000.0,0.003992920289
0,16,19000.0,0.003992920289
0,16,20000.0,
0,16,21000.0,
0,16,22000.0,
0,16,23000.0,
0,16,24000.0,0.006248686019
0,16,25000.0,0.006248686019
0,16,26000.0,0.006248686019
0,16,27000.0,
0,16,28000.0,
0,16,29000.0,
0,16,30000.0,
0,16,31000.0,0.004752486553
0,16,32000.0,0.004752486553
0,16,33000.0,0.004752486553
0,16,34000.0,
0,16,35000.0,
0,16,36000.0,0.005800917091
0,16,37000.0,0.005800917091
0,16,38000.0,0.005800917091
0,16,39000.0,
0,16,40000.0,
0,16,41000.0,
0,16,42000.0,
0,16,43000.0,0.005588712364
0,16,44000.0,0.005588712364
0,16,45000.0,0.005588712364
0,16,46000.0,
0,16,47000.0,
0,16,48000.0,0.009407966071
0,16,49000.0,0.009407966071
0,16,50000.0,0.009407966071
0,17,5000.0,0.003198504659
0,17,6000.0,0.003198504659
0,17,7000.0,0.003198504659
0,17,8000.0,
0,17,9000.0,
0,17,10000.0,0.002960463675
0,17,11000.0,0.002960463675
0,17,12000.0,0.002960463675
0,17,13000.0,
0,17,14000.0,
0,17,15000.0,0.003588818333
0,17,16000.0,0.003588818333
0,17,17000.0,0.003588818333
0,17,18000.0,
0,17,19000.0,0.003102759208
0,17,20000.0,0.003102759208
0,17,21000.0,0.003102759208
0,17,22000.0,0.002622523495
0,17,23000.0,0.002622523495
0,17,24000.0,0.002622523495
0,17,25000.0,
0,17,26000.0,0.002862405681
0,17,27000.0,0.002862405681
0,17,28000.0,0.002862405681
0,17,29000.0,
0,17,30000.0,
0,17,31000.0,0.002342482518
0,17,32000.0,0.002342482518
0,17,33000.0,0.002342482518
0,17,34000.0,
0,17,35000.0,0.002642631366
0,17,36000.0,0.002642631366
0,17,37000.0,0.002642631366
0,17,38000.0,
0,17,39000.0,0.004411579165
0,17,40000.0,0.004411579165
0,17,41000.0,0.004411579165
0,17,42000.0,
0,17,43000.0,0.002782915499
0,17,44000.0,0.002782915499
0,17,45000.0,0.002782915499
0,17,46000.0,
0,17,47000.0,
0,17,48000.0,0.005837657203
0,17,49000.0,0.005837657203
0,17,50000.0,0.005837657203
0,18,5000.0,0.006058142541
0,18,6000.0,0.006058142541
0,18,7000.0,0.006058142541
0,18,8000.0,0.005906640909
0,18,9000.0,0.005906640909
0,18,10000.0,0.005906640909
0,18,11000.0,
0,18,12000.0,
0,18,13000.0,
0,18,14000.0,
0,18,15000.0,0.00264677329
0,18,16000.0,0.00264677329
0,18,17000.0,0.00264677329
0,18,18000.0,
0,18,19000.0,
0,18,20000.0,0.002746563412
0,18,21000.0,0.002746563412
0,18,22000.0,0.002746563412
0,18,23000.0,
0,18,24000.0,0.002926577732
0,18,25000.0,0.002926577732
0,18,26000.0,0.002926577732
0,18,27000.0,
0,18,28000.0,0.001902347673
0,18,29000.0,0.001902347673
0,18,30000.0,0.001902347673
0,18,31000.0,
0,18,32000.0,
0,18,33000.0,0.005993461275
0,18,34000.0,0.005993461275
0,18,35000.0,0.005993461275
0,18,36000.0,
0,18,37000.0,
0,18,38000.0,
0,18,39000.0,
0,18,40000.0,
0,18,41000.0,
0,18,42000.0,
0,18,43000.0,
0,18,44000.0,
0,18,45000.0,
0,18,46000.0,
0,18,47000.0,
0,18,48000.0,0.007745105688
0,18,49000.0,0.007745105688
0,18,50000.0,0.007745105688
0,19,5000.0,
0,19,6000.0,0.00312278998
0,19,7000.0,0.00312278998
0,19,8000.0,0.00312278998
0,19,9000.0,
0,19,10000.0,0.002912531647
0,19,11000.0,0.002912531647
0,19,12000.0,0.002912531647
0,19,13000.0,
0,19,14000.0,0.002583858641
0,19,15000.0,0.002583858641
0,19,16000.0,0.002583858641
0,19,17000.0,0.002524370495
0,19,18000.0,0.002524370495
0,19,19000.0,0.002524370495
0,19,20000.0,
0,19,21000.0,0.003199133217
0,19,22000.0,0.003199133217
0,19,23000.0,0.003199133217
0,19,24000.0,
0,19,25000.0,0.004219886201
0,19,26000.0,0.004219886201
0,19,27000.0,0.004219886201
0,19,28000.0,
0,19,29000.0,0.002464736679
0,19,30000.0,0.002464736679
0,19,31000.0,0.002464736679
0,19,32000.0,
0,19,33000.0,
0,19,34000.0,0.002824851643
0,19,35000.0,0.002824851643
0,19,36000.0,0.002824851643
0,19,37000.0,
0,19,38000.0,0.002965221121
0,19,39000.0,0.002965221121
0,19,40000.0,0.002965221121
0,19,41000.0,
0,19,42000.0,0.002545787513
0,19,43000.0,0.002545787513
0,19,44000.0,0.002545787513
0,19,45000.0,0.002326454869
0,19,46000.0,0.002326454869
0,19,47000.0,0.002326454869
0,19,48000.0,
0,19,49000.0,
0,19,50000.0,
0,20,5000.0,
0,20,6000.0,
0,20,7000.0,
0,20,8000.0,0.012085158002
0,20,9000.0,0.012085158002
0,20,10000.0,0.012085158002
0,20,11000.0,
0,20,12000.0,0.004788501346
0,20,13000.0,0.004788501346
0,20,14000.0,0.004788501346
0,20,15000.0,
0,20,16000.0,
0,20,17000.0,
0,20,18000.0,
0,20,19000.0,
0,20,20000.0,
0,20,21000.0,
0,20,22000.0,
0,20,23000.0,
0,20,24000.0,0.006697725854
0,20,25000.0,0.006697725854
0,20,26000.0,0.006697725854
0,20,27000.0,0.004248142513
0,20,28000.0,0.004248142513
0,20,29000.0,0.004248142513
0,20,30000.0,
0,20,31000.0,0.005773632097
0,20,32000.0,0.005773632097
0,20,33000.0,0.005773632097
0,20,34000.0,
0,20,35000.0,
0,20,36000.0,0.007557996085
0,20,37000.0,0.007557996085
0,20,38000.0,0.007557996085
0,20,39000.0,
0,20,40000.0,0.005723427976
0,20,41000.0,0.005723427976
0,20,42000.0,0.005723427976
0,20,43000.0,
0,20,44000.0,
0,20,45000.0,0.010477636733
0,20,46000.0,0.010477636733
0,20,47000.0,0.010477636733
0,20,48000.0,
0,20,49000.0,
0,20,50000.0,
0,21,5000.0,
0,21,6000.0,0.009161668726
0,21,7000.0,0.009161668726
0,21,8000.0,0.009161668726
0,21,9000.0,
0,21,10000.0,0.00831337371
0,21,11000.0,0.00831337371
0,21,12000.0,0.00831337371
0,21,13000.0,
0,21,14000.0,
0,21,15000.0,0.00489394192
0,21,16000.0,0.00489394192
0,21,17000.0,0.00489394192
0,21,18000.0,
0,21,19000.0,
0,21,20000.0,0.004509888194
0,21,21000.0,0.004509888194
0,21,22000.0,0.004509888194
0,21,23000.0,
0,21,24000.0,0.005070185566
0,21,25000.0,0.005070185566
0,21,26000.0,0.005070185566
0,21,27000.0,
0,21,28000.0,
0,21,29000.0,
0,21,30000.0,0.013175056586
0,21,31000.0,0.013175056586
0,21,32000.0,0.013175056586
0,21,33000.0,
0,21,34000.0,
0,21,35000.0,
0,21,36000.0,
0,21,37000.0,0.007150631601
0,21,38000.0,0.007150631601
0,21,39000.0,0.007150631601
0,21,40000.0,
0,21,41000.0,0.004566628074
0,21,42000.0,0.004566628074
0,21,43000.0,0.004566628074
0,21,44000.0,0.004800391082
0,21,45000.0,0.004800391082
0,21,46000.0,0.004800391082
0,21,47000.0,0.004217745197
0,21,48000.0,0.004217745197
0,21,49000.0,0.004217745197
0,21,50000.0,0.001705814787
0,22,5000.0,0.005296020776
0,22,6000.0,0.005296020776
0,22,7000.0,0.005296020776
0,22,8000.0,
0,22,9000.0,
0,22,10000.0,0.00526441489
0,22,11000.0,0.00526441489
0,22,12000.0,0.00526441489
0,22,13000.0,
0,22,14000.0,
0,22,15000.0,0.004405952234
0,22,16000.0,0.004405952234
0,22,17000.0,0.004405952234
0,22,18000.0,
0,22,19000.0,
0,22,20000.0,
0,22,21000.0,0.004487106067
0,22,22000.0,0.004487106067
0,22,23000.0,0.004487106067
0,22,24000.0,
0,22,25000.0,
0,22,26000.0,
0,22,27000.0,
