rep,host,t,delay_sec
0,2,17000.0,0.002476058432
0,2,18000.0,0.002476058432
0,2,19000.0,0.002476058432
0,2,20000.0,
0,2,21000.0,0.002736118328
0,2,22000.0,0.002736118328
0,2,23000.0,0.002736118328
0,2,24000.0,
0,2,25000.0,0.003816188145
0,2,26000.0,0.003816188145
0,2,27000.0,0.003816188145
0,2,28000.0,
0,2,29000.0,0.003156248832
0,2,30000.0,0.003156248832
0,2,31000.0,0.003156248832
0,2,32000.0,
0,2,33000.0,
0,2,34000.0,0.010240239756
0,2,35000.0,0.010240239756
0,2,36000.0,0.010240239756
0,2,37000.0,0.003276375437
0,2,38000.0,0.003276375437
0,2,39000.0,0.003276375437
0,2,40000.0,
0,2,41000.0,0.00277644012
0,2,42000.0,0.00277644012
0,2,43000.0,0.00277644012
0,2,44000.0,
0,2,45000.0,0.002596513368
0,2,46000.0,0.002596513368
0,2,47000.0,0.002596513368
0,2,48000.0,
0,2,49000.0,0.002736569999
0,2,50000.0,0.002736569999
0,4,5000.0,3.020937405165
0,4,6000.0,3.020937405165
0,4,7000.0,3.020937405165
0,4,8000.0,
0,4,9000.0,0.004451943704
0,4,10000.0,0.004451943704
0,4,11000.0,0.004451943704
0,4,12000.0,
0,4,13000.0,0.002737786645
0,4,14000.0,0.002737786645
0,4,15000.0,0.002737786645
0,4,16000.0,
0,4,17000.0,0.005442394237
0,4,18000.0,0.005442394237
0,4,19000.0,0.005442394237
0,4,20000.0,
0,4,21000.0,0.002958595295
0,4,22000.0,0.002958595295
0,4,23000.0,0.002958595295
0,4,24000.0,
0,4,25000.0,
0,4,26000.0,0.003674123985
0,4,27000.0,0.003674123985
0,4,28000.0,0.003674123985
0,4,29000.0,
0,4,30000.0,0.010587829199
0,4,31000.0,0.010587829199
0,4,32000.0,0.010587829199
0,4,33000.0,
0,4,34000.0,0.002800533901
0,4,35000.0,0.002800533901
0,4,36000.0,0.002800533901
0,4,37000.0,
0,4,38000.0,
0,4,39000.0,
0,4,40000.0,
0,4,41000.0,
0,4,42000.0,0.005128982522
0,4,43000.0,0.005128982522
0,4,44000.0,0.005128982522
0,4,45000.0,0.004315140552
0,4,46000.0,0.004315140552
0,4,47000.0,0.004315140552
0,4,48000.0,0.004788704958
0,4,49000.0,0.004788704958
0,4,50000.0,0.004788704958
0,5,5000.0,
0,5,6000.0,
0,5,7000.0,
0,5,8000.0,
0,5,9000.0,
0,5,10000.0,
0,5,11000.0,0.042814221128
0,5,12000.0,0.042814221128
0,5,13000.0,0.042814221128
0,5,14000.0,
0,5,15000.0,
0,5,16000.0,
0,5,17000.0,
0,5,18000.0,
0,5,19000.0,0.008215875166
0,5,20000.0,0.008215875166
0,5,21000.0,0.008215875166
0,5,22000.0,
0,5,23000.0,0.005170497869
0,5,24000.0,0.005170497869
0,5,25000.0,0.005170497869
0,5,26000.0,
0,5,27000.0,
0,5,28000.0,
0,5,29000.0,
0,5,30000.0,0.005269786048
0,5,31000.0,0.005269786048
0,5,32000.0,0.005269786048
0,5,33000.0,
0,5,34000.0,
0,5,35000.0,
0,5,36000.0,
0,5,37000.0,
0,5,38000.0,
0,5,39000.0,
0,5,40000.0,
0,5,41000.0,
0,5,42000.0,
0,5,43000.0,
0,5,44000.0,
0,5,45000.0,
0,5,46000.0,
0,5,47000.0,
0,5,48000.0,
0,5,49000.0,
0,5,50000.0,
0,6,5000.0,
0,6,6000.0,0.0024791422
0,6,7000.0,0.0024791422
0,6,8000.0,0.0024791422
0,6,9000.0,
0,6,10000.0,0.003000458775
0,6,11000.0,0.003000458775
0,6,12000.0,0.003000458775
0,6,13000.0,
0,6,14000.0,
0,6,15000.0,
0,6,16000.0,
0,6,17000.0,
0,6,18000.0,0.00523512232
0,6,19000.0,0.00523512232
0,6,20000.0,0.00523512232
0,6,21000.0,
0,6,22000.0,
0,6,23000.0,0.015187200395
0,6,24000.0,0.015187200395
0,6,25000.0,0.015187200395
0,6,26000.0,
0,6,27000.0,
0,6,28000.0,
0,6,29000.0,
0,6,30000.0,
0,6,31000.0,
0,6,32000.0,
0,6,33000.0,
0,6,34000.0,
0,6,35000.0,
0,6,36000.0,0.009741305702
0,6,37000.0,0.009741305702
0,6,38000.0,0.009741305702
0,6,39000.0,
0,6,40000.0,
0,6,41000.0,
0,6,42000.0,0.010484946873
0,6,43000.0,0.010484946873
0,6,44000.0,0.010484946873
0,6,45000.0,
0,6,46000.0,
0,6,47000.0,
0,6,48000.0,
0,6,49000.0,0.008804403778
0,6,50000.0,0.008804403778
0,7,5000.0,
0,7,6000.0,
0,7,7000.0,
0,7,8000.0,
0,7,9000.0,
0,7,10000.0,
0,7,11000.0,0.018802950114
0,7,12000.0,0.018802950114
0,7,13000.0,0.018802950114
0,7,14000.0,
0,7,15000.0,
0,7,16000.0,
0,7,17000.0,
0,7,18000.0,0.006123792033
0,7,19000.0,0.006123792033
0,7,20000.0,0.006123792033
0,7,21000.0,0.010187940245
0,7,22000.0,0.010187940245
0,7,23000.0,0.010187940245
0,7,24000.0,
0,7,25000.0,
0,7,26000.0,
0,7,27000.0,
0,7,28000.0,
0,7,29000.0,
0,7,30000.0,
0,7,31000.0,
0,7,32000.0,0.008264549704
0,7,33000.0,0.008264549704
0,7,34000.0,0.008264549704
0,7,35000.0,0.007989430874
0,7,36000.0,0.007989430874
0,7,37000.0,0.007989430874
0,7,38000.0,
0,7,39000.0,
0,7,40000.0,
0,7,41000.0,
0,7,42000.0,
0,7,43000.0,0.007954932483
0,7,44000.0,0.007954932483
0,7,45000.0,0.007954932483
0,7,46000.0,0.024571591689
0,7,47000.0,0.024571591689
0,7,48000.0,0.024571591689
0,7,49000.0,
0,7,50000.0,0.007743128596
0,8,5000.0,0.005234624877
0,8,6000.0,0.005234624877
0,8,7000.0,0.005234624877
0,8,8000.0,
0,8,9000.0,0.006957373938
0,8,10000.0,0.006957373938
0,8,11000.0,0.006957373938
0,8,12000.0,
0,8,13000.0,0.005049790085
0,8,14000.0,0.005049790085
0,8,15000.0,0.005049790085
0,8,16000.0,
0,8,17000.0,0.005261350121
0,8,18000.0,0.005261350121
0,8,19000.0,0.005261350121
0,8,20000.0,
0,8,21000.0,0.005332009672
0,8,22000.0,0.005332009672
0,8,23000.0,0.005332009672
0,8,24000.0,
0,8,25000.0,0.007691513365
0,8,26000.0,0.007691513365
0,8,27000.0,0.007691513365
0,8,28000.0,
0,8,29000.0,0.005634820487
0,8,30000.0,0.005634820487
0,8,31000.0,0.005634820487
0,8,32000.0,
0,8,33000.0,0.004773306592
0,8,34000.0,0.004773306592
0,8,35000.0,0.004773306592
0,8,36000.0,
0,8,37000.0,0.00396231087
0,8,38000.0,0.00396231087
0,8,39000.0,0.00396231087
0,8,40000.0,
0,8,41000.0,0.004561418687
0,8,42000.0,0.004561418687
0,8,43000.0,0.004561418687
0,8,44000.0,
0,8,45000.0,0.002940171479
0,8,46000.0,0.002940171479
0,8,47000.0,0.002940171479
0,8,48000.0,
0,8,49000.0,
0,8,50000.0,0.002519927262
0,9,5000.0,0.005238378456
0,9,6000.0,0.005238378456
0,9,7000.0,0.005238378456
0,9,8000.0,
0,9,9000.0,
0,9,10000.0,0.004165602163
0,9,11000.0,0.004165602163
0,9,12000.0,0.004165602163
0,9,13000.0,
0,9,14000.0,
0,9,15000.0,0.005236869422
0,9,16000.0,0.005236869422
0,9,17000.0,0.005236869422
0,9,18000.0,
0,9,19000.0,0.004510612746
0,9,20000.0,0.004510612746
0,9,21000.0,0.004510612746
0,9,22000.0,
0,9,23000.0,
0,9,24000.0,0.004844058218
0,9,25000.0,0.004844058218
0,9,26000.0,0.004844058218
0,9,27000.0,
0,9,28000.0,0.004690302261
0,9,29000.0,0.004690302261
0,9,30000.0,0.004690302261
0,9,31000.0,
0,9,32000.0,
0,9,33000.0,0.005224910625
0,9,34000.0,0.005224910625
0,9,35000.0,0.005224910625
0,9,36000.0,
0,9,37000.0,
0,9,38000.0,
0,9,39000.0,
0,9,40000.0,
0,9,41000.0,
0,9,42000.0,
0,9,43000.0,
0,9,44000.0,
0,9,45000.0,
0,9,46000.0,0.005464731031
0,9,47000.0,0.005464731031
0,9,48000.0,0.005464731031
0,9,49000.0,
0,9,50000.0,
0,10,5000.0,
0,10,6000.0,0.003815078942
0,10,7000.0,0.003815078942
0,10,8000.0,0.003815078942
0,10,9000.0,
0,10,10000.0,0.002962153881
0,10,11000.0,0.002962153881
0,10,12000.0,0.002962153881
0,10,13000.0,
0,10,14000.0,0.002475767185
0,10,15000.0,0.002475767185
0,10,16000.0,0.002475767185
0,10,17000.0,0.002534534386
0,10,18000.0,0.002534534386
0,10,19000.0,0.002534534386
0,10,20000.0,
0,10,21000.0,
0,10,22000.0,0.004112006173
0,10,23000.0,0.004112006173
0,10,24000.0,0.004112006173
0,10,25000.0,
0,10,26000.0,
0,10,27000.0,0.002513488007
0,10,28000.0,0.002513488007
0,10,29000.0,0.002513488007
0,10,30000.0,0.003634847545
0,10,31000.0,0.003634847545
0,10,32000.0,0.003634847545
0,10,33000.0,
0,10,34000.0,
0,10,35000.0,0.002416587583
0,10,36000.0,0.002416587583
0,10,37000.0,0.002416587583
0,10,38000.0,
0,10,39000.0,
0,10,40000.0,0.003870448243
0,10,41000.0,0.003870448243
0,10,42000.0,0.003870448243
0,10,43000.0,0.002919878169
0,10,44000.0,0.002919878169
0,10,45000.0,0.002919878169
0,10,46000.0,
0,10,47000.0,0.002940262044
0,10,48000.0,0.002940262044
0,10,49000.0,0.002940262044
0,10,50000.0,
0,11,5000.0,3.120837488262
0,11,6000.0,3.120837488262
0,11,7000.0,3.120837488262
0,11,8000.0,
0,11,9000.0,0.004955830726
0,11,10000.0,0.004955830726
0,11,11000.0,0.004955830726
0,11,12000.0,
0,11,13000.0,0.00489142804
0,11,14000.0,0.00489142804
0,11,15000.0,0.00489142804
0,11,16000.0,
0,11,17000.0,0.004990289741
0,11,18000.0,0.004990289741
0,11,19000.0,0.004990289741
0,11,20000.0,
0,11,21000.0,
0,11,22000.0,0.005018095169
0,11,23000.0,0.005018095169
0,11,24000.0,0.005018095169
0,11,25000.0,
0,11,26000.0,
0,11,27000.0,
0,11,28000.0,
0,11,29000.0,0.005412313281
0,11,30000.0,0.005412313281
0,11,31000.0,0.005412313281
0,11,32000.0,
0,11,33000.0,
0,11,34000.0,
0,11,35000.0,
0,11,36000.0,
0,11,37000.0,
0,11,38000.0,
0,11,39000.0,
0,11,40000.0,
0,11,41000.0,
0,11,42000.0,0.00543797679
0,11,43000.0,0.00543797679
0,11,44000.0,0.00543797679
0,11,45000.0,
0,11,46000.0,0.004513693473
0,11,47000.0,0.004513693473
0,11,48000.0,0.004513693473
0,11,49000.0,
0,11,50000.0,0.005413738488
0,12,5000.0,
0,12,6000.0,
0,12,7000.0,
0,12,8000.0,0.006572180525
0,12,9000.0,0.006572180525
0,12,10000.0,0.006572180525
0,12,11000.0,
0,12,12000.0,
0,12,13000.0,0.015123581818
0,12,14000.0,0.015123581818
0,12,15000.0,0.015123581818
0,12,16000.0,0.004791446701
0,12,17000.0,0.004791446701
0,12,18000.0,0.004791446701
0,12,19000.0,0.004818046197
0,12,20000.0,0.004818046197
0,12,21000.0,0.004818046197
0,12,22000.0,
0,12,23000.0,0.004717647801
0,12,24000.0,0.004717647801
0,12,25000.0,0.004717647801
0,12,26000.0,
0,12,27000.0,0.013360689704
0,12,28000.0,0.013360689704
0,12,29000.0,0.013360689704
0,12,30000.0,
0,12,31000.0,0.004729703501
0,12,32000.0,0.004729703501
0,12,33000.0,0.004729703501
0,12,34000.0,
0,12,35000.0,0.030440509153
0,12,36000.0,0.030440509153
0,12,37000.0,0.030440509153
0,12,38000.0,
0,12,39000.0,0.005194093534
0,12,40000.0,0.005194093534
0,12,41000.0,0.005194093534
0,12,42000.0,
0,12,43000.0,0.002740329631
0,12,44000.0,0.002740329631
0,12,45000.0,0.002740329631
0,12,46000.0,
0,12,47000.0,0.003440029336
0,12,48000.0,0.003440029336
0,12,49000.0,0.003440029336
0,12,50000.0,
0,13,5000.0,
0,13,6000.0,0.003172933769
0,13,7000.0,0.003172933769
0,13,8000.0,0.003172933769
0,13,9000.0,
0,13,10000.0,0.002953081192
0,13,11000.0,0.002953081192
0,13,12000.0,0.002953081192
0,13,13000.0,
0,13,14000.0,
0,13,15000.0,0.002693303228
0,13,16000.0,0.002693303228
0,13,17000.0,0.002693303228
0,13,18000.0,
0,13,19000.0,0.003321053536
0,13,20000.0,0.003321053536
0,13,21000.0,0.003321053536
0,13,22000.0,
0,13,23000.0,0.004680137046
0,13,24000.0,0.004680137046
0,13,25000.0,0.004680137046
0,13,26000.0,0.002573852158
0,13,27000.0,0.002573852158
0,13,28000.0,0.002573852158
0,13,29000.0,0.002274035293
0,13,30000.0,0.002274035293
0,13,31000.0,0.002274035293
0,13,32000.0,
0,13,33000.0,
0,13,34000.0,0.002254253765
0,13,35000.0,0.002254253765
0,13,36000.0,0.002254253765
0,13,37000.0,
0,13,38000.0,
0,13,39000.0,0.007823670944
0,13,40000.0,0.007823670944
0,13,41000.0,0.007823670944
0,13,42000.0,0.002614722011
0,13,43000.0,0.002614722011
0,13,44000.0,0.002614722011
0,13,45000.0,
0,13,46000.0,0.002859902217
0,13,47000.0,0.002859902217
0,13,48000.0,0.002859902217
0,13,49000.0,
0,13,50000.0,0.002935111478
0,14,5000.0,0.005089743308
0,14,6000.0,0.005089743308
0,14,7000.0,0.005089743308
0,14,8000.0,0.004949738968
0,14,9000.0,0.004949738968
0,14,10000.0,0.004949738968
0,14,11000.0,
0,14,12000.0,0.005673492621
0,14,13000.0,0.005673492621
0,14,14000.0,0.005673492621
0,14,15000.0,
0,14,16000.0,0.005559267982
0,14,17000.0,0.005559267982
0,14,18000.0,0.005559267982
0,14,19000.0,
0,14,20000.0,0.002820367955
0,14,21000.0,0.002820367955
0,14,22000.0,0.002820367955
0,14,23000.0,
0,14,24000.0,
0,14,25000.0,0.002900122479
0,14,26000.0,0.002900122479
0,14,27000.0,0.002900122479
0,14,28000.0,
0,14,29000.0,0.002659855632
0,14,30000.0,0.002659855632
0,14,31000.0,0.002659855632
0,14,32000.0,
0,14,33000.0,0.002679691271
0,14,34000.0,0.002679691271
0,14,35000.0,0.002679691271
0,14,36000.0,
0,14,37000.0,0.003139455726
0,14,38000.0,0.003139455726
0,14,39000.0,0.003139455726
0,14,40000.0,
0,14,41000.0,
0,14,42000.0,0.002439234378
0,14,43000.0,0.002439234378
0,14,44000.0,0.002439234378
0,14,45000.0,
0,14,46000.0,
0,14,47000.0,0.003239062168
0,14,48000.0,0.003239062168
0,14,49000.0,0.003239062168
0,14,50000.0,
0,15,5000.0,
0,15,6000.0,
0,15,7000.0,
0,15,8000.0,
0,15,9000.0,
0,15,10000.0,
0,15,11000.0,0.010987818508
0,15,12000.0,0.010987818508
0,15,13000.0,0.010987818508
0,15,14000.0,0.005298872092
0,15,15000.0,0.005298872092
0,15,16000.0,0.005298872092
0,15,17000.0,0.005555735087
0,15,18000.0,0.005555735087
0,15,19000.0,0.005555735087
0,15,20000.0,
0,15,21000.0,0.00607691256
0,15,22000.0,0.00607691256
0,15,23000.0,0.00607691256
0,15,24000.0,
0,15,25000.0,
0,15,26000.0,
0,15,27000.0,
0,15,28000.0,0.00465381653
0,15,29000.0,0.00465381653
0,15,30000.0,0.00465381653
0,15,31000.0,
0,15,32000.0,0.002640140067
0,15,33000.0,0.002640140067
0,15,34000.0,0.002640140067
0,15,35000.0,0.002539795149
0,15,36000.0,0.002539795149
0,15,37000.0,0.002539795149
0,15,38000.0,
0,15,39000.0,0.002399614648
0,15,40000.0,0.002399614648
0,15,41000.0,0.002399614648
0,15,42000.0,
0,15,43000.0,0.003831692677
0,15,44000.0,0.003831692677
0,15,45000.0,0.003831692677
0,15,46000.0,
0,15,47000.0,
0,15,48000.0,0.002840069134
0,15,49000.0,0.002840069134
0,15,50000.0,0.002840069134
0,16,5000.0,
0,16,6000.0,
0,16,7000.0,
0,16,8000.0,
0,16,9000.0,
0,16,10000.0,
0,16,11000.0,
0,16,12000.0,
0,16,13000.0,
0,16,14000.0,
0,16,15000.0,
0,16,16000.0,
0,16,17000.0,
0,16,18000.0,
0,16,19000.0,
0,16,20000.0,
0,16,21000.0,
0,16,22000.0,
0,16,23000.0,0.01376201391
0,16,24000.0,0.01376201391
0,16,25000.0,0.01376201391
0,16,26000.0,
0,16,27000.0,
0,16,28000.0,
0,16,29000.0,
0,16,30000.0,
0,16,31000.0,
0,16,32000.0,3.007236491534
0,16,33000.0,3.007236491534
0,16,34000.0,3.007236491534
0,16,35000.0,
0,16,36000.0,
0,16,37000.0,
0,16,38000.0,
0,16,39000.0,3.008239210304
0,16,40000.0,3.008239210304
0,16,41000.0,3.008239210304
0,16,42000.0,
0,16,43000.0,
0,16,44000.0,
0,16,45000.0,
0,16,46000.0,3.006632430822
0,16,47000.0,3.006632430822
0,16,48000.0,3.006632430822
0,16,49000.0,
0,16,50000.0,
0,17,5000.0,0.017054745261
0,17,6000.0,0.017054745261
0,17,7000.0,0.017054745261
0,17,8000.0,0.004196766802
0,17,9000.0,0.004196766802
0,17,10000.0,0.004196766802
0,17,11000.0,
0,17,12000.0,
0,17,13000.0,0.004015921683
0,17,14000.0,0.004015921683
0,17,15000.0,0.004015921683
0,17,16000.0,0.004138447199
0,17,17000.0,0.004138447199
0,17,18000.0,0.004138447199
0,17,19000.0,
0,17,20000.0,0.001898648311
0,17,21000.0,0.001898648311
0,17,22000.0,0.001898648311
0,17,23000.0,
0,17,24000.0,0.002958458395
0,17,25000.0,0.002958458395
0,17,26000.0,0.002958458395
0,17,27000.0,
0,17,28000.0,0.002518385758
0,17,29000.0,0.002518385758
0,17,30000.0,0.002518385758
0,17,31000.0,0.021815052038
0,17,32000.0,0.021815052038
0,17,33000.0,0.021815052038
0,17,34000.0,
0,17,35000.0,
0,17,36000.0,
0,17,37000.0,
0,17,38000.0,0.026368188215
0,17,39000.0,0.026368188215
0,17,40000.0,0.026368188215
0,17,41000.0,0.004244916174
0,17,42000.0,0.004244916174
0,17,43000.0,0.004244916174
0,17,44000.0,
0,17,45000.0,0.004327974619
0,17,46000.0,0.004327974619
0,17,47000.0,0.004327974619
0,17,48000.0,0.006847357753
0,17,49000.0,0.006847357753
0,17,50000.0,0.006847357753
0,18,5000.0,
0,18,6000.0,0.005524809042
0,18,7000.0,0.005524809042
0,18,8000.0,0.005524809042
0,18,9000.0,
0,18,10000.0,
0,18,11000.0,0.004443460376
0,18,12000.0,0.004443460376
0,18,13000.0,0.004443460376
0,18,14000.0,0.004955058569
0,18,15000.0,0.004955058569
0,18,16000.0,0.004955058569
0,18,17000.0,
0,18,18000.0,
0,18,19000.0,0.00787561018
0,18,20000.0,0.00787561018
0,18,21000.0,0.00787561018
0,18,22000.0,
0,18,23000.0,
0,18,24000.0,
0,18,25000.0,
0,18,26000.0,
0,18,27000.0,
0,18,28000.0,
0,18,29000.0,
0,18,30000.0,
0,18,31000.0,0.005013353097
0,18,32000.0,0.005013353097
0,18,33000.0,0.005013353097
0,18,34000.0,
0,18,35000.0,
0,18,36000.0,0.005223700757
0,18,37000.0,0.005223700757
0,18,38000.0,0.005223700757
0,18,39000.0,
0,18,40000.0,
0,18,41000.0,
0,18,42000.0,
0,18,43000.0,0.005016765971
0,18,44000.0,0.005016765971
0,18,45000.0,0.005016765971
0,18,46000.0,0.005465082747
0,18,47000.0,0.005465082747
0,18,48000.0,0.005465082747
0,18,49000.0,
0,18,50000.0,0.005305874852
0,19,5000.0,
0,19,6000.0,0.00427472844
0,19,7000.0,0.00427472844
0,19,8000.0,0.00427472844
0,19,9000.0,0.004429539751
0,19,10000.0,0.004429539751
0,19,11000.0,0.004429539751
0,19,12000.0,
0,19,13000.0,0.002279778773
0,19,14000.0,0.002279778773
0,19,15000.0,0.002279778773
0,19,16000.0,
0,19,17000.0,
0,19,18000.0,0.003155313536
0,19,19000.0,0.003155313536
0,19,20000.0,0.003155313536
0,19,21000.0,
0,19,22000.0,0.006147875684
0,19,23000.0,0.006147875684
0,19,24000.0,0.006147875684
0,19,25000.0,
0,19,26000.0,
0,19,27000.0,0.005433182968
0,19,28000.0,0.005433182968
0,19,29000.0,0.005433182968
0,19,30000.0,
0,19,31000.0,
0,19,32000.0,
0,19,33000.0,
0,19,34000.0,
0,19,35000.0,
0,19,36000.0,
0,19,37000.0,
0,19,38000.0,
0,19,39000.0,
0,19,40000.0,9.005751381614
0,19,41000.0,9.005751381614
0,19,42000.0,9.005751381614
0,19,43000.0,
0,19,44000.0,0.006242293701
0,19,45000.0,0.006242293701
0,19,46000.0,0.006242293701
0,19,47000.0,
0,19,48000.0,0.004665322799
0,19,49000.0,0.004665322799
0,19,50000.0,0.004665322799
0,20,5000.0,0.018820142222
0,20,6000.0,0.018820142222
0,20,7000.0,0.018820142222
0,20,8000.0,
0,20,9000.0,0.008831747221
0,20,10000.0,0.008831747221
0,20,11000.0,0.008831747221
0,20,12000.0,
0,20,13000.0,
0,20,14000.0,0.005328526861
0,20,15000.0,0.005328526861
0,20,16000.0,0.005328526861
0,20,17000.0,0.009424762971
0,20,18000.0,0.009424762971
0,20,19000.0,0.009424762971
0,20,20000.0,
0,20,21000.0,
0,20,22000.0,
0,20,23000.0,
0,20,24000.0,0.00761921225
0,20,25000.0,0.00761921225
0,20,26000.0,0.00761921225
0,20,27000.0,
0,20,28000.0,
0,20,29000.0,0.007719079859
0,20,30000.0,0.007719079859
0,20,31000.0,0.007719079859
0,20,32000.0,
0,20,33000.0,0.011254331978
0,20,34000.0,0.011254331978
0,20,35000.0,0.011254331978
0,20,36000.0,
0,20,37000.0,0.071412201727
0,20,38000.0,0.071412201727
0,20,39000.0,0.071412201727
0,20,40000.0,
0,20,41000.0,
0,20,42000.0,
0,20,43000.0,
0,20,44000.0,0.00858251601
0,20,45000.0,0.00858251601
0,20,46000.0,0.00858251601
0,20,47000.0,
0,20,48000.0,
0,20,49000.0,
0,20,50000.0,
0,21,5000.0,0.007595661554
0,21,6000.0,0.007595661554
0,21,7000.0,0.007595661554
0,21,8000.0,
0,21,9000.0,0.008305406849
0,21,10000.0,0.008305406849
0,21,11000.0,0.008305406849
0,21,12000.0,0.007518619582
0,21,13000.0,0.007518619582
0,21,14000.0,0.007518619582
0,21,15000.0,
0,21,16000.0,
0,21,17000.0,
0,21,18000.0,
0,21,19000.0,
0,21,20000.0,0.006949097515
0,21,21000.0,0.006949097515
0,21,22000.0,0.006949097515
0,21,23000.0,
0,21,24000.0,
0,21,25000.0,
0,21,26000.0,
0,21,27000.0,
0,21,28000.0,
0,21,29000.0,
0,21,30000.0,
0,21,31000.0,
0,21,32000.0,
0,21,33000.0,0.007544314222
0,21,34000.0,0.007544314222
0,21,35000.0,0.007544314222
0,21,36000.0,
0,21,37000.0,
0,21,38000.0,0.006748814043
0,21,39000.0,0.006748814043
0,21,40000.0,0.006748814043
0,21,41000.0,
0,21,42000.0,
0,21,43000.0,0.005417175543
0,21,44000.0,0.005417175543
0,21,45000.0,0.005417175543
0,21,46000.0,
0,21,47000.0,
0,21,48000.0,
0,21,49000.0,
0,21,50000.0,
0,22,5000.0,0.004950332078
0,22,6000.0,0.004950332078
0,22,7000.0,0.004950332078
0,22,8000.0,
0,22,9000.0,
0,22,10000.0,
0,22,11000.0,
0,22,12000.0,0.006148087919
0,22,13000.0,0.006148087919
0,22,14000.0,0.006148087919
0,22,15000.0,
0,22,16000.0,
0,22,17000.0,
0,22,18000.0,
0,22,19000.0,0.006547527583
0,22,20000.0,0.006547527583
0,22,21000.0,0.006547527583
0,22,22000.0,
0,22,23000.0,
0,22,24000.0,
0,22,25000.0,
0,22,26000.0,
0,22,27000.0,
0,22,28000.0,
0,22,29000.0,
0,22,30000.0,
0,22,31000.0,
0,22,32000.0,6.004107943292
0,22,33000.0,6.004107943292
0,22,34000.0,6.004107943292
0,22,35000.0,
0,22,36000.0,
0,22,37000.0,0.005075970176
0,22,38000.0,0.005075970176
0,22,39000.0,0.005075970176
0,22,40000.0,
0,22,41000.0,0.002539767259
0,22,42000.0,0.002539767259
0,22,43000.0,0.002539767259
0,22,44000.0,
0,22,45000.0,
0,22,46000.0,0.002798082325
0,22,47000.0,0.002798082325
0,22,48000.0,0.002798082325
0,22,49000.0,
0,22,50000.0,
0,23,5000.0,
0,23,6000.0,0.001933408477
0,23,7000.0,0.001933408477
0,23,8000.0,0.001933408477
0,23,9000.0,
0,23,10000.0,
0,23,11000.0,0.002533451996
0,23,12000.0,0.002533451996
0,23,13000.0,0.002533451996
0,23,14000.0,
0,23,15000.0,0.002733488643
0,23,16000.0,0.002733488643
0,23,17000.0,0.002733488643
0,23,18000.0,
0,23,19000.0,0.002933534456
0,23,20000.0,0.002933534456
0,23,21000.0,0.002933534456
0,23,22000.0,
