rep,host,t,delay_sec
0,5,13000.0,
0,5,14000.0,0.002862910168
0,5,15000.0,0.002862910168
0,5,16000.0,0.002862910168
0,5,17000.0,
0,5,18000.0,
0,5,19000.0,0.004383671551
0,5,20000.0,0.004383671551
0,5,21000.0,0.004383671551
0,5,22000.0,0.00408552495
0,5,23000.0,0.00408552495
0,5,24000.0,0.00408552495
0,5,25000.0,
0,5,26000.0,
0,5,27000.0,0.002362869762
0,5,28000.0,0.002362869762
0,5,29000.0,0.002362869762
0,5,30000.0,
0,5,31000.0,0.002822916156
0,5,32000.0,0.002822916156
0,5,33000.0,0.002822916156
0,5,34000.0,0.002442978869
0,5,35000.0,0.002442978869
0,5,36000.0,0.002442978869
0,5,37000.0,
0,5,38000.0,
0,5,39000.0,0.003543081413
0,5,40000.0,0.003543081413
0,5,41000.0,0.003543081413
0,5,42000.0,
0,5,43000.0,
0,5,44000.0,
0,5,45000.0,0.004170935878
0,5,46000.0,0.004170935878
0,5,47000.0,0.004170935878
0,5,48000.0,
0,5,49000.0,
0,5,50000.0,0.002496705375
0,6,5000.0,0.002799072641
0,6,6000.0,0.002799072641
0,6,7000.0,0.002799072641
0,6,8000.0,
0,6,9000.0,
0,6,10000.0,0.002820318041
0,6,11000.0,0.002820318041
0,6,12000.0,0.002820318041
0,6,13000.0,0.003041518252
0,6,14000.0,0.003041518252
0,6,15000.0,0.003041518252
0,6,16000.0,
0,6,17000.0,
0,6,18000.0,0.005683829978
0,6,19000.0,0.005683829978
0,6,20000.0,0.005683829978
0,6,21000.0,
0,6,22000.0,0.005112364046
0,6,23000.0,0.005112364046
0,6,24000.0,0.005112364046
0,6,25000.0,
0,6,26000.0,0.004879829845
0,6,27000.0,0.004879829845
0,6,28000.0,0.004879829845
0,6,29000.0,
0,6,30000.0,
0,6,31000.0,0.008364877546
0,6,32000.0,0.008364877546
0,6,33000.0,0.008364877546
0,6,34000.0,0.005060686039
0,6,35000.0,0.005060686039
0,6,36000.0,0.005060686039
0,6,37000.0,0.004641773689
0,6,38000.0,0.004641773689
0,6,39000.0,0.004641773689
0,6,40000.0,
0,6,41000.0,
0,6,42000.0,
0,6,43000.0,
0,6,44000.0,
0,6,45000.0,0.004904513258
0,6,46000.0,0.004904513258
0,6,47000.0,0.004904513258
0,6,48000.0,
0,6,49000.0,
0,6,50000.0,
0,7,5000.0,0.004419783132
0,7,6000.0,0.004419783132
0,7,7000.0,0.004419783132
0,7,8000.0,
0,7,9000.0,0.007115494327
0,7,10000.0,0.007115494327
0,7,11000.0,0.007115494327
0,7,12000.0,0.004860563912
0,7,13000.0,0.004860563912
0,7,14000.0,0.004860563912
0,7,15000.0,
0,7,16000.0,
0,7,17000.0,0.005200957441
0,7,18000.0,0.005200957441
0,7,19000.0,0.005200957441
0,7,20000.0,0.004640813522
0,7,21000.0,0.004640813522
0,7,22000.0,0.004640813522
0,7,23000.0,0.005560289356
0,7,24000.0,0.005560289356
0,7,25000.0,0.005560289356
0,7,26000.0,
0,7,27000.0,
0,7,28000.0,0.005480783367
0,7,29000.0,0.005480783367
0,7,30000.0,0.005480783367
0,7,31000.0,
0,7,32000.0,
0,7,33000.0,
0,7,34000.0,
0,7,35000.0,0.004681152623
0,7,36000.0,0.004681152623
0,7,37000.0,0.004681152623
0,7,38000.0,
0,7,39000.0,0.005241463909
0,7,40000.0,0.005241463909
0,7,41000.0,0.005241463909
0,7,42000.0,
0,7,43000.0,0.005162222607
0,7,44000.0,0.005162222607
0,7,45000.0,0.005162222607
0,7,46000.0,
0,7,47000.0,
0,7,48000.0,
0,7,49000.0,0.007570737258
0,7,50000.0,0.007570737258
0,8,5000.0,0.003681750224
0,8,6000.0,0.003681750224
0,8,7000.0,0.003681750224
0,8,8000.0,
0,8,9000.0,
0,8,10000.0,0.002361990935
0,8,11000.0,0.002361990935
0,8,12000.0,0.002361990935
0,8,13000.0,
0,8,14000.0,
0,8,15000.0,0.003012114235
0,8,16000.0,0.003012114235
0,8,17000.0,0.003012114235
0,8,18000.0,
0,8,19000.0,0.002941600343
0,8,20000.0,0.002941600343
0,8,21000.0,0.002941600343
0,8,22000.0,0.003958333629
0,8,23000.0,0.003958333629
0,8,24000.0,0.003958333629
0,8,25000.0,
0,8,26000.0,
0,8,27000.0,0.002681233676
0,8,28000.0,0.002681233676
0,8,29000.0,0.002681233676
0,8,30000.0,
0,8,31000.0,0.00226143979
0,8,32000.0,0.00226143979
0,8,33000.0,0.00226143979
0,8,34000.0,
0,8,35000.0,
0,8,36000.0,0.003221957873
0,8,37000.0,0.003221957873
0,8,38000.0,0.003221957873
0,8,39000.0,0.002902305562
0,8,40000.0,0.002902305562
0,8,41000.0,0.002902305562
0,8,42000.0,
0,8,43000.0,0.002482764963
0,8,44000.0,0.002482764963
0,8,45000.0,0.002482764963
0,8,46000.0,
0,8,47000.0,
0,8,48000.0,
0,8,49000.0,
0,8,50000.0,
0,9,5000.0,
0,9,6000.0,0.005078867821
0,9,7000.0,0.005078867821
0,9,8000.0,0.005078867821
0,9,9000.0,
0,9,10000.0,0.0071383782
0,9,11000.0,0.0071383782
0,9,12000.0,0.0071383782
0,9,13000.0,0.005539992351
0,9,14000.0,0.005539992351
0,9,15000.0,0.005539992351
0,9,16000.0,
0,9,17000.0,
0,9,18000.0,0.007501441631
0,9,19000.0,0.007501441631
0,9,20000.0,0.007501441631
0,9,21000.0,
0,9,22000.0,
0,9,23000.0,
0,9,24000.0,
0,9,25000.0,0.005258205781
0,9,26000.0,0.005258205781
0,9,27000.0,0.005258205781
0,9,28000.0,
0,9,29000.0,
0,9,30000.0,0.005438322488
0,9,31000.0,0.005438322488
0,9,32000.0,0.005438322488
0,9,33000.0,0.004757293459
0,9,34000.0,0.004757293459
0,9,35000.0,0.004757293459
0,9,36000.0,
0,9,37000.0,0.004817762508
0,9,38000.0,0.004817762508
0,9,39000.0,0.004817762508
0,9,40000.0,
0,9,41000.0,
0,9,42000.0,
0,9,43000.0,
0,9,44000.0,0.00543710216
0,9,45000.0,0.00543710216
0,9,46000.0,0.00543710216
0,9,47000.0,
0,9,48000.0,
0,9,49000.0,
0,9,50000.0,
0,10,5000.0,
0,10,6000.0,0.002659086514
0,10,7000.0,0.002659086514
0,10,8000.0,0.002659086514
0,10,9000.0,
0,10,10000.0,0.003197404268
0,10,11000.0,0.003197404268
0,10,12000.0,0.003197404268
0,10,13000.0,
0,10,14000.0,
0,10,15000.0,0.001975573757
0,10,16000.0,0.001975573757
0,10,17000.0,0.001975573757
0,10,18000.0,0.002694330555
0,10,19000.0,0.002694330555
0,10,20000.0,0.002694330555
0,10,21000.0,
0,10,22000.0,
0,10,23000.0,0.002352887384
0,10,24000.0,0.002352887384
0,10,25000.0,0.002352887384
0,10,26000.0,0.002253280338
0,10,27000.0,0.002253280338
0,10,28000.0,0.002253280338
0,10,29000.0,0.003214454089
0,10,30000.0,0.003214454089
0,10,31000.0,0.003214454089
0,10,32000.0,
0,10,33000.0,0.002755752414
0,10,34000.0,0.002755752414
0,10,35000.0,0.002755752414
0,10,36000.0,0.002937053896
0,10,37000.0,0.002937053896
0,10,38000.0,0.002937053896
0,10,39000.0,
0,10,40000.0,
0,10,41000.0,0.002638964836
0,10,42000.0,0.002638964836
0,10,43000.0,0.002638964836
0,10,44000.0,0.003120130451
0,10,45000.0,0.003120130451
0,10,46000.0,0.003120130451
0,10,47000.0,
0,10,48000.0,
0,10,49000.0,0.002820378841
0,10,50000.0,0.002820378841
0,11,5000.0,
0,11,6000.0,0.005402907315
0,11,7000.0,0.005402907315
0,11,8000.0,0.005402907315
0,11,9000.0,
0,11,10000.0,
0,11,11000.0,
0,11,12000.0,
0,11,13000.0,
0,11,14000.0,
0,11,15000.0,
0,11,16000.0,
0,11,17000.0,
0,11,18000.0,
0,11,19000.0,
0,11,20000.0,
0,11,21000.0,
0,11,22000.0,9.019875089328
0,11,23000.0,9.019875089328
0,11,24000.0,9.019875089328
0,11,25000.0,
0,11,26000.0,
0,11,27000.0,
0,11,28000.0,
0,11,29000.0,0.005282815974
0,11,30000.0,0.005282815974
0,11,31000.0,0.005282815974
0,11,32000.0,
0,11,33000.0,
0,11,34000.0,0.00562194165
0,11,35000.0,0.00562194165
0,11,36000.0,0.00562194165
0,11,37000.0,0.005209901926
0,11,38000.0,0.005209901926
0,11,39000.0,0.005209901926
0,11,40000.0,
0,11,41000.0,
0,11,42000.0,0.004639993514
0,11,43000.0,0.004639993514
0,11,44000.0,0.004639993514
0,11,45000.0,
0,11,46000.0,0.005521772223
0,11,47000.0,0.005521772223
0,11,48000.0,0.005521772223
0,11,49000.0,
0,11,50000.0,0.004881248809
0,12,5000.0,
0,12,6000.0,0.012049019796
0,12,7000.0,0.012049019796
0,12,8000.0,0.012049019796
0,12,9000.0,0.005520893493
0,12,10000.0,0.005520893493
0,12,11000.0,0.005520893493
0,12,12000.0,0.00689091694
0,12,13000.0,0.00689091694
0,12,14000.0,0.00689091694
0,12,15000.0,
0,12,16000.0,
0,12,17000.0,0.004778940164
0,12,18000.0,0.004778940164
0,12,19000.0,0.004778940164
0,12,20000.0,
0,12,21000.0,0.005058141729
0,12,22000.0,0.005058141729
0,12,23000.0,0.005058141729
0,12,24000.0,
0,12,25000.0,
0,12,26000.0,0.005198566554
0,12,27000.0,0.005198566554
0,12,28000.0,0.005198566554
0,12,29000.0,
0,12,30000.0,0.002342575389
0,12,31000.0,0.002342575389
0,12,32000.0,0.002342575389
0,12,33000.0,
0,12,34000.0,
0,12,35000.0,0.002401544868
0,12,36000.0,0.002401544868
0,12,37000.0,0.002401544868
0,12,38000.0,0.003120998551
0,12,39000.0,0.003120998551
0,12,40000.0,0.003120998551
0,12,41000.0,
0,12,42000.0,
0,12,43000.0,0.0027203328
0,12,44000.0,0.0027203328
0,12,45000.0,0.0027203328
0,12,46000.0,
0,12,47000.0,0.002580047746
0,12,48000.0,0.002580047746
0,12,49000.0,0.002580047746
0,12,50000.0,
0,13,5000.0,0.002832878211
0,13,6000.0,0.002832878211
0,13,7000.0,0.002832878211
0,13,8000.0,
0,13,9000.0,0.002353027534
0,13,10000.0,0.002353027534
0,13,11000.0,0.002353027534
0,13,12000.0,
0,13,13000.0,
0,13,14000.0,0.002168863324
0,13,15000.0,0.002168863324
0,13,16000.0,0.002168863324
0,13,17000.0,
0,13,18000.0,0.005466076514
0,13,19000.0,0.005466076514
0,13,20000.0,0.005466076514
0,13,21000.0,
0,13,22000.0,0.003213654219
0,13,23000.0,0.003213654219
0,13,24000.0,0.003213654219
0,13,25000.0,
0,13,26000.0,
0,13,27000.0,0.003951380594
0,13,28000.0,0.003951380594
0,13,29000.0,0.003951380594
0,13,30000.0,
0,13,31000.0,0.003354138767
0,13,32000.0,0.003354138767
0,13,33000.0,0.003354138767
0,13,34000.0,
0,13,35000.0,0.002534337782
0,13,36000.0,0.002534337782
0,13,37000.0,0.002534337782
0,13,38000.0,
0,13,39000.0,
0,13,40000.0,0.002474578424
0,13,41000.0,0.002474578424
0,13,42000.0,0.002474578424
0,13,43000.0,
0,13,44000.0,0.003592020954
0,13,45000.0,0.003592020954
0,13,46000.0,0.003592020954
0,13,47000.0,0.002794972879
0,13,48000.0,0.002794972879
0,13,49000.0,0.002794972879
0,13,50000.0,
0,14,5000.0,0.002801355599
0,14,6000.0,0.002801355599
0,14,7000.0,0.002801355599
0,14,8000.0,
0,14,9000.0,
0,14,10000.0,0.002061035424
0,14,11000.0,0.002061035424
0,14,12000.0,0.002061035424
0,14,13000.0,
0,14,14000.0,
0,14,15000.0,0.002460723353
0,14,16000.0,0.002460723353
0,14,17000.0,0.002460723353
0,14,18000.0,0.002120518569
0,14,19000.0,0.002120518569
0,14,20000.0,0.002120518569
0,14,21000.0,
0,14,22000.0,0.003100256225
0,14,23000.0,0.003100256225
0,14,24000.0,0.003100256225
0,14,25000.0,
0,14,26000.0,0.003688194672
0,14,27000.0,0.003688194672
0,14,28000.0,0.003688194672
0,14,29000.0,
0,14,30000.0,0.002959804913
0,14,31000.0,0.002959804913
0,14,32000.0,0.002959804913
0,14,33000.0,
0,14,34000.0,
0,14,35000.0,0.002199557496
0,14,36000.0,0.002199557496
0,14,37000.0,0.002199557496
0,14,38000.0,
0,14,39000.0,0.003322704298
0,14,40000.0,0.003322704298
0,14,41000.0,0.003322704298
0,14,42000.0,
0,14,43000.0,0.003119202345
0,14,44000.0,0.003119202345
0,14,45000.0,0.003119202345
0,14,46000.0,
0,14,47000.0,
0,14,48000.0,0.002499013945
0,14,49000.0,0.002499013945
0,14,50000.0,0.002499013945
0,15,5000.0,0.005178544832
0,15,6000.0,0.005178544832
0,15,7000.0,0.005178544832
0,15,8000.0,
0,15,9000.0,0.004538265571
0,15,10000.0,0.004538265571
0,15,11000.0,0.004538265571
0,15,12000.0,0.005177144826
0,15,13000.0,0.005177144826
0,15,14000.0,0.005177144826
0,15,15000.0,
0,15,16000.0,
0,15,17000.0,
0,15,18000.0,0.003082861948
0,15,19000.0,0.003082861948
0,15,20000.0,0.003082861948
0,15,21000.0,
0,15,22000.0,
0,15,23000.0,0.004219325238
0,15,24000.0,0.004219325238
0,15,25000.0,0.004219325238
0,15,26000.0,
0,15,27000.0,0.002500817363
0,15,28000.0,0.002500817363
0,15,29000.0,0.002500817363
0,15,30000.0,
0,15,31000.0,
0,15,32000.0,0.004404891605
0,15,33000.0,0.004404891605
0,15,34000.0,0.004404891605
0,15,35000.0,
0,15,36000.0,
0,15,37000.0,0.002379707243
0,15,38000.0,0.002379707243
0,15,39000.0,0.002379707243
0,15,40000.0,
0,15,41000.0,0.004744904597
0,15,42000.0,0.004744904597
0,15,43000.0,0.004744904597
0,15,44000.0,
0,15,45000.0,0.002799800127
0,15,46000.0,0.002799800127
0,15,47000.0,0.002799800127
0,15,48000.0,
0,15,49000.0,0.003700303155
0,15,50000.0,0.003700303155
0,16,5000.0,
0,16,6000.0,
0,16,7000.0,
0,16,8000.0,
0,16,9000.0,0.008131153784
0,16,10000.0,0.008131153784
0,16,11000.0,0.008131153784
0,16,12000.0,
0,16,13000.0,
0,16,14000.0,0.007479358736
0,16,15000.0,0.007479358736
0,16,16000.0,0.007479358736
0,16,17000.0,
0,16,18000.0,0.004724802575
0,16,19000.0,0.004724802575
0,16,20000.0,0.004724802575
0,16,21000.0,
0,16,22000.0,
0,16,23000.0,
0,16,24000.0,0.005504320811
0,16,25000.0,0.005504320811
0,16,26000.0,0.005504320811
0,16,27000.0,
0,16,28000.0,
0,16,29000.0,
0,16,30000.0,0.004284296542
0,16,31000.0,0.004284296542
0,16,32000.0,0.004284296542
0,16,33000.0,
0,16,34000.0,
0,16,35000.0,0.005603656429
0,16,36000.0,0.005603656429
0,16,37000.0,0.005603656429
0,16,38000.0,
0,16,39000.0,0.004542459587
0,16,40000.0,0.004542459587
0,16,41000.0,0.004542459587
0,16,42000.0,
0,16,43000.0,0.005101200797
0,16,44000.0,0.005101200797
0,16,45000.0,0.005101200797
0,16,46000.0,
0,16,47000.0,0.004820507984
0,16,48000.0,0.004820507984
0,16,49000.0,0.004820507984
0,16,50000.0,
0,17,5000.0,
0,17,6000.0,0.002720201707
0,17,7000.0,0.002720201707
0,17,8000.0,0.002720201707
0,17,9000.0,
0,17,10000.0,0.002139670351
0,17,11000.0,0.002139670351
0,17,12000.0,0.002139670351
0,17,13000.0,
0,17,14000.0,0.003119240132
0,17,15000.0,0.003119240132
0,17,16000.0,0.003119240132
0,17,17000.0,
0,17,18000.0,0.00239881301
0,17,19000.0,0.00239881301
0,17,20000.0,0.00239881301
0,17,21000.0,
0,17,22000.0,0.002318547888
0,17,23000.0,0.002318547888
0,17,24000.0,0.002318547888
0,17,25000.0,
0,17,26000.0,0.002958396457
0,17,27000.0,0.002958396457
0,17,28000.0,0.002958396457
0,17,29000.0,
0,17,30000.0,
0,17,31000.0,0.002598294371
0,17,32000.0,0.002598294371
0,17,33000.0,0.002598294371
0,17,34000.0,
0,17,35000.0,0.005513024378
0,17,36000.0,0.005513024378
0,17,37000.0,0.005513024378
0,17,38000.0,
0,17,39000.0,
0,17,40000.0,0.003598066681
0,17,41000.0,0.003598066681
0,17,42000.0,0.003598066681
0,17,43000.0,0.003118007435
0,17,44000.0,0.003118007435
0,17,45000.0,0.003118007435
0,17,46000.0,
0,17,47000.0,
0,17,48000.0,0.002357959764
0,17,49000.0,0.002357959764
0,17,50000.0,0.002357959764
0,18,5000.0,
0,18,6000.0,0.005176061441
0,18,7000.0,0.005176061441
0,18,8000.0,0.005176061441
0,18,9000.0,0.006644124208
0,18,10000.0,0.006644124208
0,18,11000.0,0.006644124208
0,18,12000.0,
0,18,13000.0,0.003280108433
0,18,14000.0,0.003280108433
0,18,15000.0,0.003280108433
0,18,16000.0,
0,18,17000.0,0.002562645705
0,18,18000.0,0.002562645705
0,18,19000.0,0.002562645705
0,18,20000.0,
0,18,21000.0,0.004072864529
0,18,22000.0,0.004072864529
0,18,23000.0,0.004072864529
0,18,24000.0,0.004339680211
0,18,25000.0,0.004339680211
0,18,26000.0,0.004339680211
0,18,27000.0,
0,18,28000.0,
0,18,29000.0,0.002822809317
0,18,30000.0,0.002822809317
0,18,31000.0,0.002822809317
0,18,32000.0,
0,18,33000.0,
0,18,34000.0,
0,18,35000.0,
0,18,36000.0,0.004639702581
0,18,37000.0,0.004639702581
0,18,38000.0,0.004639702581
0,18,39000.0,
0,18,40000.0,
0,18,41000.0,0.005757411391
0,18,42000.0,0.005757411391
0,18,43000.0,0.005757411391
0,18,44000.0,
0,18,45000.0,
0,18,46000.0,0.00529872121
0,18,47000.0,0.00529872121
0,18,48000.0,0.00529872121
0,18,49000.0,
0,18,50000.0,
0,19,5000.0,
0,19,6000.0,0.005540176
0,19,7000.0,0.005540176
0,19,8000.0,0.005540176
0,19,9000.0,0.003119212146
0,19,10000.0,0.003119212146
0,19,11000.0,0.003119212146
0,19,12000.0,
0,19,13000.0,0.002319719158
0,19,14000.0,0.002319719158
0,19,15000.0,0.002319719158
0,19,16000.0,
0,19,17000.0,0.006951200803
0,19,18000.0,0.006951200803
0,19,19000.0,0.006951200803
0,19,20000.0,
0,19,21000.0,0.003041020353
0,19,22000.0,0.003041020353
0,19,23000.0,0.003041020353
0,19,24000.0,0.003260809265
0,19,25000.0,0.003260809265
0,19,26000.0,0.003260809265
0,19,27000.0,
0,19,28000.0,
0,19,29000.0,0.002760112366
0,19,30000.0,0.002760112366
0,19,31000.0,0.002760112366
0,19,32000.0,
0,19,33000.0,0.002719613227
0,19,34000.0,0.002719613227
0,19,35000.0,0.002719613227
0,19,36000.0,0.002139390622
0,19,37000.0,0.002139390622
0,19,38000.0,0.002139390622
0,19,39000.0,
0,19,40000.0,
0,19,41000.0,0.005115644803
0,19,42000.0,0.005115644803
0,19,43000.0,0.005115644803
0,19,44000.0,0.003632861021
0,19,45000.0,0.003632861021
0,19,46000.0,0.003632861021
0,19,47000.0,0.003456692906
0,19,48000.0,0.003456692906
0,19,49000.0,0.003456692906
0,19,50000.0,0.003955686664
0,20,5000.0,0.00636163719
0,20,6000.0,0.00636163719
0,20,7000.0,0.00636163719
0,20,8000.0,
0,20,9000.0,0.004260560321
0,20,10000.0,0.004260560321
0,20,11000.0,0.004260560321
0,20,12000.0,
0,20,13000.0,0.005380613644
0,20,14000.0,0.005380613644
0,20,15000.0,0.005380613644
0,20,16000.0,0.005018324401
0,20,17000.0,0.005018324401
0,20,18000.0,0.005018324401
0,20,19000.0,
0,20,20000.0,0.004680799831
0,20,21000.0,0.004680799831
0,20,22000.0,0.004680799831
0,20,23000.0,
0,20,24000.0,
0,20,25000.0,0.005699737201
0,20,26000.0,0.005699737201
0,20,27000.0,0.005699737201
0,20,28000.0,0.005165118383
0,20,29000.0,0.005165118383
0,20,30000.0,0.005165118383
0,20,31000.0,
0,20,32000.0,0.008006900213
0,20,33000.0,0.008006900213
0,20,34000.0,0.008006900213
0,20,35000.0,
0,20,36000.0,
0,20,37000.0,0.004422282962
0,20,38000.0,0.004422282962
0,20,39000.0,0.004422282962
0,20,40000.0,0.004884080477
0,20,41000.0,0.004884080477
0,20,42000.0,0.004884080477
0,20,43000.0,
0,20,44000.0,
0,20,45000.0,0.005658799679
0,20,46000.0,0.005658799679
0,20,47000.0,0.005658799679
0,20,48000.0,
0,20,49000.0,0.005863533049
0,20,50000.0,0.005863533049
0,21,5000.0,0.009426031938
0,21,6000.0,0.009426031938
0,21,7000.0,0.009426031938
0,21,8000.0,
0,21,9000.0,0.006985133179
0,21,10000.0,0.006985133179
0,21,11000.0,0.006985133179
0,21,12000.0,
0,21,13000.0,
0,21,14000.0,0.005042140918
0,21,15000.0,0.005042140918
0,21,16000.0,0.005042140918
0,21,17000.0,0.006761453547
0,21,18000.0,0.006761453547
0,21,19000.0,0.006761453547
0,21,20000.0,
0,21,21000.0,0.004542614869
0,21,22000.0,0.004542614869
0,21,23000.0,0.004542614869
0,21,24000.0,0.004702741366
0,21,25000.0,0.004702741366
0,21,26000.0,0.004702741366
0,21,27000.0,
0,21,28000.0,0.006102060466
0,21,29000.0,0.006102060466
0,21,30000.0,0.006102060466
0,21,31000.0,
0,21,32000.0,0.005042270841
0,21,33000.0,0.005042270841
0,21,34000.0,0.005042270841
0,21,35000.0,
0,21,36000.0,0.005964506254
0,21,37000.0,0.005964506254
0,21,38000.0,0.005964506254
0,21,39000.0,
0,21,40000.0,
0,21,41000.0,0.012390928179
0,21,42000.0,0.012390928179
0,21,43000.0,0.012390928179
0,21,44000.0,
0,21,45000.0,0.004798062755
0,21,46000.0,0.004798062755
0,21,47000.0,0.004798062755
0,21,48000.0,
0,21,49000.0,0.008705448189
0,21,50000.0,0.008705448189
0,22,5000.0,
0,22,6000.0,
0,22,7000.0,
0,22,8000.0,0.004822143415
0,22,9000.0,0.004822143415
0,22,10000.0,0.004822143415
0,22,11000.0,
0,22,12000.0,0.055500473059
0,22,13000.0,0.055500473059
0,22,14000.0,0.055500473059
0,22,15000.0,0.004797741163
0,22,16000.0,0.004797741163
0,22,17000.0,0.004797741163
0,22,18000.0,
0,22,19000.0,
0,22,20000.0,0.006225282144
0,22,21000.0,0.006225282144
0,22,22000.0,0.006225282144
0,22,23000.0,0.004836986793
0,22,24000.0,0.004836986793
