rep,host,t,delay_sec
0,22,49000.0,0.004664096245
0,22,50000.0,
0,23,5000.0,
0,23,6000.0,
0,23,7000.0,
0,23,8000.0,
0,23,9000.0,0.007195825782
0,23,10000.0,0.007195825782
0,23,11000.0,0.007195825782
0,23,12000.0,
0,23,13000.0,0.007353629189
0,23,14000.0,0.007353629189
0,23,15000.0,0.007353629189
0,23,16000.0,
0,23,17000.0,0.008155189499
0,23,18000.0,0.008155189499
0,23,19000.0,0.008155189499
0,23,20000.0,
0,23,21000.0,0.005219442958
0,23,22000.0,0.005219442958
0,23,23000.0,0.005219442958
0,23,24000.0,
0,23,25000.0,
0,23,26000.0,
0,23,27000.0,0.005520494697
0,23,28000.0,0.005520494697
0,23,29000.0,0.005520494697
0,23,30000.0,
0,23,31000.0,
0,23,32000.0,0.005352642384
0,23,33000.0,0.005352642384
0,23,34000.0,0.005352642384
0,23,35000.0,0.004631202851
0,23,36000.0,0.004631202851
0,23,37000.0,0.004631202851
0,23,38000.0,
0,23,39000.0,0.004644889485
0,23,40000.0,0.004644889485
0,23,41000.0,0.004644889485
0,23,42000.0,
0,23,43000.0,0.007332050235
0,23,44000.0,0.007332050235
0,23,45000.0,0.007332050235
0,23,46000.0,0.005241240848
0,23,47000.0,0.005241240848
0,23,48000.0,0.005241240848
0,23,49000.0,
0,23,50000.0,0.004533876155
0,24,5000.0,3.022868932434
0,24,6000.0,3.022868932434
0,24,7000.0,3.022868932434
0,24,8000.0,0.010902224972
0,24,9000.0,0.010902224972
0,24,10000.0,0.010902224972
0,24,11000.0,
0,24,12000.0,0.009183455159
0,24,13000.0,0.009183455159
0,24,14000.0,0.009183455159
0,24,15000.0,
0,24,16000.0,
0,24,17000.0,0.006913090276
0,24,18000.0,0.006913090276
0,24,19000.0,0.006913090276
0,24,20000.0,
0,24,21000.0,
0,24,22000.0,
0,24,23000.0,
0,24,24000.0,0.008669632859
0,24,25000.0,0.008669632859
0,24,26000.0,0.008669632859
0,24,27000.0,
0,24,28000.0,
0,24,29000.0,0.011022372244
0,24,30000.0,0.011022372244
0,24,31000.0,0.011022372244
0,24,32000.0,
0,24,33000.0,0.008186505252
0,24,34000.0,0.008186505252
0,24,35000.0,0.008186505252
0,24,36000.0,
0,24,37000.0,0.007562218868
0,24,38000.0,0.007562218868
0,24,39000.0,0.007562218868
0,24,40000.0,
0,24,41000.0,0.009348365536
0,24,42000.0,0.009348365536
0,24,43000.0,0.009348365536
0,24,44000.0,
0,24,45000.0,0.005085521531
0,24,46000.0,0.005085521531
0,24,47000.0,0.005085521531
0,24,48000.0,
0,24,49000.0,0.0069779876
0,24,50000.0,0.0069779876
1,0,5000.0,0.055724411133
1,0,6000.0,0.055724411133
1,0,7000.0,0.055724411133
1,0,8000.0,
1,0,9000.0,0.010739160103
1,0,10000.0,0.010739160103
1,0,11000.0,0.010739160103
1,0,12000.0,
1,0,13000.0,
1,0,14000.0,0.010829302217
1,0,15000.0,0.010829302217
1,0,16000.0,0.010829302217
1,0,17000.0,0.014991739737
1,0,18000.0,0.014991739737
1,0,19000.0,0.014991739737
1,0,20000.0,
1,0,21000.0,
1,0,22000.0,0.013582256185
1,0,23000.0,0.013582256185
1,0,24000.0,0.013582256185
1,0,25000.0,
1,0,26000.0,0.015198900327
1,0,27000.0,0.015198900327
1,0,28000.0,0.015198900327
1,0,29000.0,
1,0,30000.0,0.010236763114
1,0,31000.0,0.010236763114
1,0,32000.0,0.010236763114
1,0,33000.0,
1,0,34000.0,0.009430936279
1,0,35000.0,0.009430936279
1,0,36000.0,0.009430936279
1,0,37000.0,
1,0,38000.0,
1,0,39000.0,0.013880638626
1,0,40000.0,0.013880638626
1,0,41000.0,0.013880638626
1,0,42000.0,
1,0,43000.0,
1,0,44000.0,0.019436287339
1,0,45000.0,0.019436287339
1,0,46000.0,0.019436287339
1,0,47000.0,
1,0,48000.0,
1,0,49000.0,
1,0,50000.0,
1,1,5000.0,0.112689917958
1,1,6000.0,0.112689917958
1,1,7000.0,0.112689917958
1,1,8000.0,0.007102592431
1,1,9000.0,0.007102592431
1,1,10000.0,0.007102592431
1,1,11000.0,
1,1,12000.0,
1,1,13000.0,0.006325173925
1,1,14000.0,0.006325173925
1,1,15000.0,0.006325173925
1,1,16000.0,
1,1,17000.0,0.006763201361
1,1,18000.0,0.006763201361
1,1,19000.0,0.006763201361
1,1,20000.0,
1,1,21000.0,0.019404452411
1,1,22000.0,0.019404452411
1,1,23000.0,0.019404452411
1,1,24000.0,
1,1,25000.0,
1,1,26000.0,
1,1,27000.0,0.004897618027
1,1,28000.0,0.004897618027
1,1,29000.0,0.004897618027
1,1,30000.0,
1,1,31000.0,
1,1,32000.0,
1,1,33000.0,
1,1,34000.0,
1,1,35000.0,
1,1,36000.0,
1,1,37000.0,
1,1,38000.0,
1,1,39000.0,
1,1,40000.0,
1,1,41000.0,
1,1,42000.0,
1,1,43000.0,
1,1,44000.0,
1,1,45000.0,
1,1,46000.0,
1,1,47000.0,
1,1,48000.0,
1,1,49000.0,
1,1,50000.0,
1,2,5000.0,
1,2,6000.0,
1,2,7000.0,
1,2,8000.0,
1,2,9000.0,
1,2,10000.0,
1,2,11000.0,0.042354156903
1,2,12000.0,0.042354156903
1,2,13000.0,0.042354156903
1,2,14000.0,0.008669909571
1,2,15000.0,0.008669909571
1,2,16000.0,0.008669909571
1,2,17000.0,
1,2,18000.0,
1,2,19000.0,0.0601884119
1,2,20000.0,0.0601884119
1,2,21000.0,0.0601884119
1,2,22000.0,0.008644063783
1,2,23000.0,0.008644063783
1,2,24000.0,0.008644063783
1,2,25000.0,
1,2,26000.0,
1,2,27000.0,0.007051621904
1,2,28000.0,0.007051621904
1,2,29000.0,0.007051621904
1,2,30000.0,0.007639220951
1,2,31000.0,0.007639220951
1,2,32000.0,0.007639220951
1,2,33000.0,
1,2,34000.0,
1,2,35000.0,
1,2,36000.0,
1,2,37000.0,
1,2,38000.0,
1,2,39000.0,
1,2,40000.0,
1,2,41000.0,
1,2,42000.0,
1,2,43000.0,0.005132957869
1,2,44000.0,0.005132957869
1,2,45000.0,0.005132957869
1,2,46000.0,
1,2,47000.0,0.008006283155
1,2,48000.0,0.008006283155
1,2,49000.0,0.008006283155
1,2,50000.0,
1,4,5000.0,0.143870477847
1,4,6000.0,0.143870477847
1,4,7000.0,0.143870477847
1,4,8000.0,
1,4,9000.0,0.011575765436
1,4,10000.0,0.011575765436
1,4,11000.0,0.011575765436
1,4,12000.0,0.01323881788
1,4,13000.0,0.01323881788
1,4,14000.0,0.01323881788
1,4,15000.0,
1,4,16000.0,
1,4,17000.0,
1,4,18000.0,
1,4,19000.0,0.006950869565
1,4,20000.0,0.006950869565
1,4,21000.0,0.006950869565
1,4,22000.0,
1,4,23000.0,0.008620693339
1,4,24000.0,0.008620693339
1,4,25000.0,0.008620693339
1,4,26000.0,
1,4,27000.0,0.009037886828
1,4,28000.0,0.009037886828
1,4,29000.0,0.009037886828
1,4,30000.0,
1,4,31000.0,
1,4,32000.0,0.00770973307
1,4,33000.0,0.00770973307
1,4,34000.0,0.00770973307
1,4,35000.0,0.009239957024
1,4,36000.0,0.009239957024
1,4,37000.0,0.009239957024
1,4,38000.0,
1,4,39000.0,
1,4,40000.0,0.007825914504
1,4,41000.0,0.007825914504
1,4,42000.0,0.007825914504
1,4,43000.0,
1,4,44000.0,0.004851943091
1,4,45000.0,0.004851943091
1,4,46000.0,0.004851943091
1,4,47000.0,
1,4,48000.0,
1,4,49000.0,0.004937517145
1,4,50000.0,0.004937517145
1,5,5000.0,
1,5,6000.0,0.002455521658
1,5,7000.0,0.002455521658
1,5,8000.0,0.002455521658
1,5,9000.0,0.00263515384
1,5,10000.0,0.00263515384
1,5,11000.0,0.00263515384
1,5,12000.0,0.003334847955
1,5,13000.0,0.003334847955
1,5,14000.0,0.003334847955
1,5,15000.0,
1,5,16000.0,0.002214574691
1,5,17000.0,0.002214574691
1,5,18000.0,0.002214574691
1,5,19000.0,
1,5,20000.0,0.003234492855
1,5,21000.0,0.003234492855
1,5,22000.0,0.003234492855
1,5,23000.0,
1,5,24000.0,0.002694559625
1,5,25000.0,0.002694559625
1,5,26000.0,0.002694559625
1,5,27000.0,
1,5,28000.0,0.002954777407
1,5,29000.0,0.002954777407
1,5,30000.0,0.002954777407
1,5,31000.0,
1,5,32000.0,0.002675242874
1,5,33000.0,0.002675242874
1,5,34000.0,0.002675242874
1,5,35000.0,
1,5,36000.0,0.002935769395
1,5,37000.0,0.002935769395
1,5,38000.0,0.002935769395
1,5,39000.0,0.00271632452
1,5,40000.0,0.00271632452
1,5,41000.0,0.00271632452
1,5,42000.0,
1,5,43000.0,
1,5,44000.0,0.002577153742
1,5,45000.0,0.002577153742
1,5,46000.0,0.002577153742
1,5,47000.0,
1,5,48000.0,0.002777948162
1,5,49000.0,0.002777948162
1,5,50000.0,0.002777948162
1,6,5000.0,
1,6,6000.0,
1,6,7000.0,
1,6,8000.0,
1,6,9000.0,
1,6,10000.0,
1,6,11000.0,
1,6,12000.0,
1,6,13000.0,
1,6,14000.0,3.009005957091
1,6,15000.0,3.009005957091
1,6,16000.0,3.009005957091
1,6,17000.0,
1,6,18000.0,
1,6,19000.0,
1,6,20000.0,0.014825856305
1,6,21000.0,0.014825856305
1,6,22000.0,0.014825856305
1,6,23000.0,
1,6,24000.0,
1,6,25000.0,
1,6,26000.0,
1,6,27000.0,0.021389139926
1,6,28000.0,0.021389139926
1,6,29000.0,0.021389139926
1,6,30000.0,
1,6,31000.0,
1,6,32000.0,
1,6,33000.0,
1,6,34000.0,0.011512238141
1,6,35000.0,0.011512238141
1,6,36000.0,0.011512238141
1,6,37000.0,0.015642926632
1,6,38000.0,0.015642926632
1,6,39000.0,0.015642926632
1,6,40000.0,
1,6,41000.0,
1,6,42000.0,0.011463268419
1,6,43000.0,0.011463268419
1,6,44000.0,0.011463268419
1,6,45000.0,
1,6,46000.0,
1,6,47000.0,
1,6,48000.0,0.012763953348
1,6,49000.0,0.012763953348
1,6,50000.0,0.012763953348
1,7,5000.0,
1,7,6000.0,
1,7,7000.0,
1,7,8000.0,
1,7,9000.0,
1,7,10000.0,
1,7,11000.0,0.068335320025
1,7,12000.0,0.068335320025
1,7,13000.0,0.068335320025
1,7,14000.0,
1,7,15000.0,0.007323618213
1,7,16000.0,0.007323618213
1,7,17000.0,0.007323618213
1,7,18000.0,0.008416808739
1,7,19000.0,0.008416808739
1,7,20000.0,0.008416808739
1,7,21000.0,
1,7,22000.0,
1,7,23000.0,0.012076004633
1,7,24000.0,0.012076004633
1,7,25000.0,0.012076004633
1,7,26000.0,
1,7,27000.0,
1,7,28000.0,0.011172432061
1,7,29000.0,0.011172432061
1,7,30000.0,0.011172432061
1,7,31000.0,
1,7,32000.0,0.00986247195
1,7,33000.0,0.00986247195
1,7,34000.0,0.00986247195
1,7,35000.0,0.008161642934
1,7,36000.0,0.008161642934
1,7,37000.0,0.008161642934
1,7,38000.0,
1,7,39000.0,
1,7,40000.0,0.00841763922
1,7,41000.0,0.00841763922
1,7,42000.0,0.00841763922
1,7,43000.0,0.006804989881
1,7,44000.0,0.006804989881
1,7,45000.0,0.006804989881
1,7,46000.0,
1,7,47000.0,
1,7,48000.0,
1,7,49000.0,0.009445401041
1,7,50000.0,0.009445401041
1,8,5000.0,0.031408270977
1,8,6000.0,0.031408270977
1,8,7000.0,0.031408270977
1,8,8000.0,
1,8,9000.0,0.014330991928
1,8,10000.0,0.014330991928
1,8,11000.0,0.014330991928
1,8,12000.0,
1,8,13000.0,0.012337590008
1,8,14000.0,0.012337590008
1,8,15000.0,0.012337590008
1,8,16000.0,0.00799220259
1,8,17000.0,0.00799220259
1,8,18000.0,0.00799220259
1,8,19000.0,
1,8,20000.0,0.013547894321
1,8,21000.0,0.013547894321
1,8,22000.0,0.013547894321
1,8,23000.0,
1,8,24000.0,0.009218023737
1,8,25000.0,0.009218023737
1,8,26000.0,0.009218023737
1,8,27000.0,
1,8,28000.0,0.007485592897
1,8,29000.0,0.007485592897
1,8,30000.0,0.007485592897
1,8,31000.0,
1,8,32000.0,
1,8,33000.0,0.008504207408
1,8,34000.0,0.008504207408
1,8,35000.0,0.008504207408
1,8,36000.0,
1,8,37000.0,
1,8,38000.0,
1,8,39000.0,
1,8,40000.0,
1,8,41000.0,
1,8,42000.0,
1,8,43000.0,
1,8,44000.0,
1,8,45000.0,
1,8,46000.0,0.011334138402
1,8,47000.0,0.011334138402
1,8,48000.0,0.011334138402
1,8,49000.0,
1,8,50000.0,0.00840235432
1,9,5000.0,
1,9,6000.0,
1,9,7000.0,0.005897446297
1,9,8000.0,0.005897446297
1,9,9000.0,0.005897446297
1,9,10000.0,
1,9,11000.0,0.005057209805
1,9,12000.0,0.005057209805
1,9,13000.0,0.005057209805
1,9,14000.0,
1,9,15000.0,0.004517133597
1,9,16000.0,0.004517133597
1,9,17000.0,0.004517133597
1,9,18000.0,
1,9,19000.0,0.005685453669
1,9,20000.0,0.005685453669
1,9,21000.0,0.005685453669
1,9,22000.0,
1,9,23000.0,0.005195655086
1,9,24000.0,0.005195655086
1,9,25000.0,0.005195655086
1,9,26000.0,
1,9,27000.0,0.004477736473
1,9,28000.0,0.004477736473
1,9,29000.0,0.004477736473
1,9,30000.0,
1,9,31000.0,
1,9,32000.0,
1,9,33000.0,
1,9,34000.0,
1,9,35000.0,
1,9,36000.0,
1,9,37000.0,
1,9,38000.0,
1,9,39000.0,
1,9,40000.0,
1,9,41000.0,0.026061093659
1,9,42000.0,0.026061093659
1,9,43000.0,0.026061093659
1,9,44000.0,
1,9,45000.0,0.004983073222
1,9,46000.0,0.004983073222
1,9,47000.0,0.004983073222
1,9,48000.0,0.005937878656
1,9,49000.0,0.005937878656
1,9,50000.0,0.005937878656
1,10,5000.0,
1,10,6000.0,
1,10,7000.0,
1,10,8000.0,
1,10,9000.0,
1,10,10000.0,
1,10,11000.0,
1,10,12000.0,
1,10,13000.0,
1,10,14000.0,
1,10,15000.0,0.004515543552
1,10,16000.0,0.004515543552
1,10,17000.0,0.004515543552
1,10,18000.0,
1,10,19000.0,
1,10,20000.0,0.005329282948
1,10,21000.0,0.005329282948
1,10,22000.0,0.005329282948
1,10,23000.0,0.006021641436
1,10,24000.0,0.006021641436
1,10,25000.0,0.006021641436
1,10,26000.0,
1,10,27000.0,
1,10,28000.0,0.005169438923
1,10,29000.0,0.005169438923
1,10,30000.0,0.005169438923
1,10,31000.0,
1,10,32000.0,0.00473407201
1,10,33000.0,0.00473407201
1,10,34000.0,0.00473407201
1,10,35000.0,
1,10,36000.0,
1,10,37000.0,0.005116417433
1,10,38000.0,0.005116417433
1,10,39000.0,0.005116417433
1,10,40000.0,
1,10,41000.0,
1,10,42000.0,0.005529386522
1,10,43000.0,0.005529386522
1,10,44000.0,0.005529386522
1,10,45000.0,
1,10,46000.0,
1,10,47000.0,
1,10,48000.0,0.005128988307
1,10,49000.0,0.005128988307
1,10,50000.0,0.005128988307
1,11,5000.0,0.002718201247
1,11,6000.0,0.002718201247
1,11,7000.0,0.002718201247
1,11,8000.0,
1,11,9000.0,
1,11,10000.0,0.001698458846
1,11,11000.0,0.001698458846
1,11,12000.0,0.001698458846
1,11,13000.0,0.003498630945
1,11,14000.0,0.003498630945
1,11,15000.0,0.003498630945
1,11,16000.0,
1,11,17000.0,0.003178846185
1,11,18000.0,0.003178846185
1,11,19000.0,0.003178846185
1,11,20000.0,
1,11,21000.0,0.001858653994
1,11,22000.0,0.001858653994
1,11,23000.0,0.001858653994
1,11,24000.0,
1,11,25000.0,
1,11,26000.0,0.002678032861
1,11,27000.0,0.002678032861
1,11,28000.0,0.002678032861
1,11,29000.0,
1,11,30000.0,0.003177678656
1,11,31000.0,0.003177678656
1,11,32000.0,0.003177678656
1,11,33000.0,
1,11,34000.0,
1,11,35000.0,0.002637431708
1,11,36000.0,0.002637431708
1,11,37000.0,0.002637431708
1,11,38000.0,
1,11,39000.0,0.003537464948
1,11,40000.0,0.003537464948
1,11,41000.0,0.003537464948
1,11,42000.0,0.002957550521
1,11,43000.0,0.002957550521
1,11,44000.0,0.002957550521
1,11,45000.0,
1,11,46000.0,
1,11,47000.0,0.016653902245
1,11,48000.0,0.016653902245
1,11,49000.0,0.016653902245
1,11,50000.0,0.003598215246
1,12,5000.0,0.072847647726
1,12,6000.0,0.072847647726
1,12,7000.0,0.072847647726
1,12,8000.0,
1,12,9000.0,0.005509888582
1,12,10000.0,0.005509888582
1,12,11000.0,0.005509888582
1,12,12000.0,
1,12,13000.0,0.00471526938
1,12,14000.0,0.00471526938
1,12,15000.0,0.00471526938
1,12,16000.0,
1,12,17000.0,
1,12,18000.0,0.007289240319
1,12,19000.0,0.007289240319
1,12,20000.0,0.007289240319
1,12,21000.0,0.00497014882
1,12,22000.0,0.00497014882
1,12,23000.0,0.00497014882
1,12,24000.0,
1,12,25000.0,
1,12,26000.0,
1,12,27000.0,0.00678290819
1,12,28000.0,0.00678290819
1,12,29000.0,0.00678290819
1,12,30000.0,
1,12,31000.0,
1,12,32000.0,
1,12,33000.0,
1,12,34000.0,
1,12,35000.0,
1,12,36000.0,
1,12,37000.0,
1,12,38000.0,
1,12,39000.0,
1,12,40000.0,
1,12,41000.0,
1,12,42000.0,
1,12,43000.0,
1,12,44000.0,
1,12,45000.0,
1,12,46000.0,
1,12,47000.0,
1,12,48000.0,
1,12,49000.0,
1,12,50000.0,
1,13,5000.0,0.022092446631
1,13,6000.0,0.022092446631
1,13,7000.0,0.022092446631
1,13,8000.0,0.004582508613
1,13,9000.0,0.004582508613
1,13,10000.0,0.004582508613
1,13,11000.0,
1,13,12000.0,0.005260454104
1,13,13000.0,0.005260454104
1,13,14000.0,0.005260454104
1,13,15000.0,0.005368280144
1,13,16000.0,0.005368280144
1,13,17000.0,0.005368280144
1,13,18000.0,
1,13,19000.0,0.028045897501
1,13,20000.0,0.028045897501
1,13,21000.0,0.028045897501
1,13,22000.0,0.006313338831
1,13,23000.0,0.006313338831
1,13,24000.0,0.006313338831
1,13,25000.0,
1,13,26000.0,0.005057775057
1,13,27000.0,0.005057775057
1,13,28000.0,0.005057775057
1,13,29000.0,
1,13,30000.0,
1,13,31000.0,
1,13,32000.0,
1,13,33000.0,0.004851623825
1,13,34000.0,0.004851623825
1,13,35000.0,0.004851623825
1,13,36000.0,
1,13,37000.0,0.004110670285
1,13,38000.0,0.004110670285
1,13,39000.0,0.004110670285
1,13,40000.0,
1,13,41000.0,
1,13,42000.0,0.005463646868
1,13,43000.0,0.005463646868
1,13,44000.0,0.005463646868
1,13,45000.0,
1,13,46000.0,
1,13,47000.0,0.005659636366
1,13,48000.0,0.005659636366
1,13,49000.0,0.005659636366
1,13,50000.0,
1,14,5000.0,
1,14,6000.0,
1,14,7000.0,
1,14,8000.0,3.008370344275
1,14,9000.0,3.008370344275
1,14,10000.0,3.008370344275
1,14,11000.0,
1,14,12000.0,
1,14,13000.0,
1,14,14000.0,0.008944007162
1,14,15000.0,0.008944007162
1,14,16000.0,0.008944007162
1,14,17000.0,
1,14,18000.0,
1,14,19000.0,0.01067062635
1,14,20000.0,0.01067062635
1,14,21000.0,0.01067062635
1,14,22000.0,0.009465802075
1,14,23000.0,0.009465802075
1,14,24000.0,0.009465802075
1,14,25000.0,
1,14,26000.0,
1,14,27000.0,0.006429038704
1,14,28000.0,0.006429038704
1,14,29000.0,0.006429038704
1,14,30000.0,
1,14,31000.0,
1,14,32000.0,
1,14,33000.0,
1,14,34000.0,
1,14,35000.0,
1,14,36000.0,
1,14,37000.0,
1,14,38000.0,
1,14,39000.0,
1,14,40000.0,
1,14,41000.0,
1,14,42000.0,
1,14,43000.0,
1,14,44000.0,
1,14,45000.0,
1,14,46000.0,
1,14,47000.0,
1,14,48000.0,
1,14,49000.0,
1,14,50000.0,
1,15,5000.0,0.003336091246
1,15,6000.0,0.003336091246
1,15,7000.0,0.003336091246
1,15,8000.0,
1,15,9000.0,0.002652679146
1,15,10000.0,0.002652679146
1,15,11000.0,0.002652679146
1,15,12000.0,
1,15,13000.0,
1,15,14000.0,0.003113551848
1,15,15000.0,0.003113551848
1,15,16000.0,0.003113551848
1,15,17000.0,0.002314298275
1,15,18000.0,0.002314298275
1,15,19000.0,0.002314298275
1,15,20000.0,
1,15,21000.0,0.002255199604
1,15,22000.0,0.002255199604
1,15,23000.0,0.002255199604
1,15,24000.0,
1,15,25000.0,0.003176173206
1,15,26000.0,0.003176173206
1,15,27000.0,0.003176173206
1,15,28000.0,
1,15,29000.0,
1,15,30000.0,0.003057359554
1,15,31000.0,0.003057359554
1,15,32000.0,0.003057359554
1,15,33000.0,0.002178056867
1,15,34000.0,0.002178056867
1,15,35000.0,0.002178056867
1,15,36000.0,
1,15,37000.0,0.002898953244
1,15,38000.0,0.002898953244
1,15,39000.0,0.002898953244
1,15,40000.0,
1,15,41000.0,0.003519841855
1,15,42000.0,0.003519841855
1,15,43000.0,0.003519841855
1,15,44000.0,
1,15,45000.0,
1,15,46000.0,
1,15,47000.0,
1,15,48000.0,
1,15,49000.0,0.005233428157
1,15,50000.0,0.005233428157
1,16,5000.0,
1,16,6000.0,
1,16,7000.0,
1,16,8000.0,
1,16,9000.0,
1,16,10000.0,
1,16,11000.0,0.053670495988
1,16,12000.0,0.053670495988
1,16,13000.0,0.053670495988
1,16,14000.0,
1,16,15000.0,0.014489360319
1,16,16000.0,0.014489360319
1,16,17000.0,0.014489360319
1,16,18000.0,
1,16,19000.0,
1,16,20000.0,0.011889659527
1,16,21000.0,0.011889659527
1,16,22000.0,0.011889659527
1,16,23000.0,
1,16,24000.0,
1,16,25000.0,
1,16,26000.0,
1,16,27000.0,
1,16,28000.0,0.010181102459
1,16,29000.0,0.010181102459
1,16,30000.0,0.010181102459
1,16,31000.0,
1,16,32000.0,
1,16,33000.0,
1,16,34000.0,
1,16,35000.0,0.011782822908
1,16,36000.0,0.011782822908
1,16,37000.0,0.011782822908
1,16,38000.0,0.011719854102
1,16,39000.0,0.011719854102
1,16,40000.0,0.011719854102
1,16,41000.0,
1,16,42000.0,
1,16,43000.0,0.009845549451
1,16,44000.0,0.009845549451
1,16,45000.0,0.009845549451
1,16,46000.0,
1,16,47000.0,0.011156948261
1,16,48000.0,0.011156948261
1,16,49000.0,0.011156948261
1,16,50000.0,
1,17,5000.0,
1,17,6000.0,0.005169482931
1,17,7000.0,0.005169482931
1,17,8000.0,0.005169482931
1,17,9000.0,
1,17,10000.0,0.004582912699
1,17,11000.0,0.004582912699
1,17,12000.0,0.004582912699
1,17,13000.0,
1,17,14000.0,0.005328715013
1,17,15000.0,0.005328715013
1,17,16000.0,0.005328715013
1,17,17000.0,
1,17,18000.0,0.002180116136
1,17,19000.0,0.002180116136
1,17,20000.0,0.002180116136
1,17,21000.0,
1,17,22000.0,0.00320454716
1,17,23000.0,0.00320454716
1,17,24000.0,0.00320454716
1,17,25000.0,0.002678888514
1,17,26000.0,0.002678888514
1,17,27000.0,0.002678888514
1,17,28000.0,
1,17,29000.0,0.003018239982
1,17,30000.0,0.003018239982
1,17,31000.0,0.003018239982
1,17,32000.0,
1,17,33000.0,0.002437594407
1,17,34000.0,0.002437594407
1,17,35000.0,0.002437594407
1,17,36000.0,
1,17,37000.0,0.00312103568
1,17,38000.0,0.00312103568
1,17,39000.0,0.00312103568
1,17,40000.0,
1,17,41000.0,
1,17,42000.0,0.002756981639
1,17,43000.0,0.002756981639
1,17,44000.0,0.002756981639
1,17,45000.0,0.003077042317
1,17,46000.0,0.003077042317
1,17,47000.0,0.003077042317
1,17,48000.0,
1,17,49000.0,0.001957258918
1,17,50000.0,0.001957258918
1,18,5000.0,0.128506411489
1,18,6000.0,0.128506411489
1,18,7000.0,0.128506411489
1,18,8000.0,
1,18,9000.0,0.00882294738
1,18,10000.0,0.00882294738
1,18,11000.0,0.00882294738
1,18,12000.0,
1,18,13000.0,0.004472442586
1,18,14000.0,0.004472442586
1,18,15000.0,0.004472442586
1,18,16000.0,
1,18,17000.0,0.009158215454
1,18,18000.0,0.009158215454
1,18,19000.0,0.009158215454
1,18,20000.0,
1,18,21000.0,
1,18,22000.0,
1,18,23000.0,
1,18,24000.0,3.003656265203
1,18,25000.0,3.003656265203
1,18,26000.0,3.003656265203
1,18,27000.0,0.00551030656
1,18,28000.0,0.00551030656
1,18,29000.0,0.00551030656
1,18,30000.0,
1,18,31000.0,0.00525409697
1,18,32000.0,0.00525409697
1,18,33000.0,0.00525409697
1,18,34000.0,
1,18,35000.0,0.006595110258
1,18,36000.0,0.006595110258
1,18,37000.0,0.006595110258
1,18,38000.0,
1,18,39000.0,0.003910272372
1,18,40000.0,0.003910272372
1,18,41000.0,0.003910272372
1,18,42000.0,
1,18,43000.0,0.005076482724
1,18,44000.0,0.005076482724
1,18,45000.0,0.005076482724
1,18,46000.0,
1,18,47000.0,
1,18,48000.0,0.005236180471
1,18,49000.0,0.005236180471
1,18,50000.0,0.005236180471
1,19,5000.0,0.0
1,19,6000.0,0.0
1,19,7000.0,0.0
1,19,8000.0,
1,19,9000.0,0.0
1,19,10000.0,0.0
1,19,11000.0,0.0
1,19,12000.0,
1,19,13000.0,0.0
1,19,14000.0,0.0
1,19,15000.0,0.0
1,19,16000.0,0.0
1,19,17000.0,0.0
1,19,18000.0,0.0
1,19,19000.0,
1,19,20000.0,
1,19,21000.0,0.0
1,19,22000.0,0.0
1,19,23000.0,0.0
1,19,24000.0,
1,19,25000.0,0.0
1,19,26000.0,0.0
1,19,27000.0,0.0
1,19,28000.0,
1,19,29000.0,0.0
1,19,30000.0,0.0
1,19,31000.0,0.0
1,19,32000.0,
1,19,33000.0,0.0
1,19,34000.0,0.0
1,19,35000.0,0.0
1,19,36000.0,
1,19,37000.0,0.0
1,19,38000.0,0.0
1,19,39000.0,0.0
1,19,40000.0,0.0
1,19,41000.0,0.0
1,19,42000.0,0.0
1,19,43000.0,0.0
1,19,44000.0,0.0
1,19,45000.0,0.0
1,19,46000.0,
1,19,47000.0,
1,19,48000.0,0.0
1,19,49000.0,0.0
1,19,50000.0,0.0
1,20,5000.0,
1,20,6000.0,
1,20,7000.0,
1,20,8000.0,
1,20,9000.0,
1,20,10000.0,
1,20,11000.0,0.072615543471
1,20,12000.0,0.072615543471
1,20,13000.0,0.072615543471
1,20,14000.0,0.0119024708
1,20,15000.0,0.0119024708
1,20,16000.0,0.0119024708
1,20,17000.0,0.010640401314
1,20,18000.0,0.010640401314
1,20,19000.0,0.010640401314
1,20,20000.0,
1,20,21000.0,0.012676432474
1,20,22000.0,0.012676432474
1,20,23000.0,0.012676432474
1,20,24000.0,
1,20,25000.0,
1,20,26000.0,
1,20,27000.0,
1,20,28000.0,0.013208170192
1,20,29000.0,0.013208170192
1,20,30000.0,0.013208170192
1,20,31000.0,
1,20,32000.0,0.007428349622
1,20,33000.0,0.007428349622
1,20,34000.0,0.007428349622
1,20,35000.0,
1,20,36000.0,0.006115918225
1,20,37000.0,0.006115918225
1,20,38000.0,0.006115918225
1,20,39000.0,
1,20,40000.0,0.005391646241
1,20,41000.0,0.005391646241
1,20,42000.0,0.005391646241
1,20,43000.0,0.004590007033
1,20,44000.0,0.004590007033
1,20,45000.0,0.004590007033
1,20,46000.0,
1,20,47000.0,0.005240218997
1,20,48000.0,0.005240218997
1,20,49000.0,0.005240218997
1,20,50000.0,0.005569532191
1,21,5000.0,
1,21,6000.0,
1,21,7000.0,
1,21,8000.0,
1,21,9000.0,
1,21,10000.0,
1,21,11000.0,0.074365129601
1,21,12000.0,0.074365129601
1,21,13000.0,0.074365129601
1,21,14000.0,0.007985566889
1,21,15000.0,0.007985566889
1,21,16000.0,0.007985566889
1,21,17000.0,
1,21,18000.0,
1,21,19000.0,0.008181605326
1,21,20000.0,0.008181605326
