rep,host,t,delay_sec
0,2,22000.0,0.00195850576
0,2,23000.0,0.00195850576
0,2,24000.0,0.004300175031
0,2,25000.0,0.004300175031
0,2,26000.0,0.004300175031
0,2,27000.0,
0,2,28000.0,0.002637973418
0,2,29000.0,0.002637973418
0,2,30000.0,0.002637973418
0,2,31000.0,0.003017747316
0,2,32000.0,0.003017747316
0,2,33000.0,0.003017747316
0,2,34000.0,0.003089520694
0,2,35000.0,0.003089520694
0,2,36000.0,0.003089520694
0,2,37000.0,
0,2,38000.0,
0,2,39000.0,0.002757276015
0,2,40000.0,0.002757276015
0,2,41000.0,0.002757276015
0,2,42000.0,
0,2,43000.0,
0,2,44000.0,0.002857101874
0,2,45000.0,0.002857101874
0,2,46000.0,0.002857101874
0,2,47000.0,0.002377031524
0,2,48000.0,0.002377031524
0,2,49000.0,0.002377031524
0,2,50000.0,
0,4,5000.0,
0,4,6000.0,0.004991133026
0,4,7000.0,0.004991133026
0,4,8000.0,0.004991133026
0,4,9000.0,
0,4,10000.0,0.007187797757
0,4,11000.0,0.007187797757
0,4,12000.0,0.007187797757
0,4,13000.0,
0,4,14000.0,0.002817607143
0,4,15000.0,0.002817607143
0,4,16000.0,0.002817607143
0,4,17000.0,
0,4,18000.0,
0,4,19000.0,0.002977902812
0,4,20000.0,0.002977902812
0,4,21000.0,0.002977902812
0,4,22000.0,
0,4,23000.0,0.003298200653
0,4,24000.0,0.003298200653
0,4,25000.0,0.003298200653
0,4,26000.0,
0,4,27000.0,0.003180508197
0,4,28000.0,0.003180508197
0,4,29000.0,0.003180508197
0,4,30000.0,0.002858809846
0,4,31000.0,0.002858809846
0,4,32000.0,0.002858809846
0,4,33000.0,
0,4,34000.0,0.002799214017
0,4,35000.0,0.002799214017
0,4,36000.0,0.002799214017
0,4,37000.0,
0,4,38000.0,
0,4,39000.0,0.00269964611
0,4,40000.0,0.00269964611
0,4,41000.0,0.00269964611
0,4,42000.0,0.002999945085
0,4,43000.0,0.002999945085
0,4,44000.0,0.002999945085
0,4,45000.0,
0,4,46000.0,0.002520353651
0,4,47000.0,0.002520353651
0,4,48000.0,0.002520353651
0,4,49000.0,0.002180713266
0,4,50000.0,0.002180713266
0,5,5000.0,0.0
0,5,6000.0,0.0
0,5,7000.0,0.0
0,5,8000.0,0.0
0,5,9000.0,0.0
0,5,10000.0,0.0
0,5,11000.0,
0,5,12000.0,
0,5,13000.0,0.0
0,5,14000.0,0.0
0,5,15000.0,0.0
0,5,16000.0,
0,5,17000.0,0.0
0,5,18000.0,0.0
0,5,19000.0,0.0
0,5,20000.0,0.0
0,5,21000.0,0.0
0,5,22000.0,0.0
0,5,23000.0,
0,5,24000.0,
0,5,25000.0,0.0
0,5,26000.0,0.0
0,5,27000.0,0.0
0,5,28000.0,0.0
0,5,29000.0,0.0
0,5,30000.0,0.0
0,5,31000.0,
0,5,32000.0,0.0
0,5,33000.0,0.0
0,5,34000.0,0.0
0,5,35000.0,0.0
0,5,36000.0,0.0
0,5,37000.0,0.0
0,5,38000.0,
0,5,39000.0,
0,5,40000.0,0.0
0,5,41000.0,0.0
0,5,42000.0,0.0
0,5,43000.0,
0,5,44000.0,0.0
0,5,45000.0,0.0
0,5,46000.0,0.0
0,5,47000.0,
0,5,48000.0,0.0
0,5,49000.0,0.0
0,5,50000.0,0.0
0,6,5000.0,
0,6,6000.0,0.004096290357
0,6,7000.0,0.004096290357
0,6,8000.0,0.004096290357
0,6,9000.0,
0,6,10000.0,
0,6,11000.0,0.002359671184
0,6,12000.0,0.002359671184
0,6,13000.0,0.002359671184
0,6,14000.0,0.002440000037
0,6,15000.0,0.002440000037
0,6,16000.0,0.002440000037
0,6,17000.0,
0,6,18000.0,0.002660388501
0,6,19000.0,0.002660388501
0,6,20000.0,0.002660388501
0,6,21000.0,0.00290073549
0,6,22000.0,0.00290073549
0,6,23000.0,0.00290073549
0,6,24000.0,
0,6,25000.0,0.007647144608
0,6,26000.0,0.007647144608
0,6,27000.0,0.007647144608
0,6,28000.0,
0,6,29000.0,
0,6,30000.0,0.006339612201
0,6,31000.0,0.006339612201
0,6,32000.0,0.006339612201
0,6,33000.0,0.005510645146
0,6,34000.0,0.005510645146
0,6,35000.0,0.005510645146
0,6,36000.0,
0,6,37000.0,0.004296262683
0,6,38000.0,0.004296262683
0,6,39000.0,0.004296262683
0,6,40000.0,
0,6,41000.0,
0,6,42000.0,0.005015558886
0,6,43000.0,0.005015558886
0,6,44000.0,0.005015558886
0,6,45000.0,0.005371437426
0,6,46000.0,0.005371437426
0,6,47000.0,0.005371437426
0,6,48000.0,
0,6,49000.0,0.007675953285
0,6,50000.0,0.007675953285
0,7,5000.0,0.00249700346
0,7,6000.0,0.00249700346
0,7,7000.0,0.00249700346
0,7,8000.0,
0,7,9000.0,0.00245700346
0,7,10000.0,0.00245700346
0,7,11000.0,0.00245700346
0,7,12000.0,0.00285700346
0,7,13000.0,0.00285700346
0,7,14000.0,0.00285700346
0,7,15000.0,
0,7,16000.0,0.00217700346
0,7,17000.0,0.00217700346
0,7,18000.0,0.00217700346
0,7,19000.0,
0,7,20000.0,0.00281700346
0,7,21000.0,0.00281700346
0,7,22000.0,0.00281700346
0,7,23000.0,
0,7,24000.0,
0,7,25000.0,0.011354701048
0,7,26000.0,0.011354701048
0,7,27000.0,0.011354701048
0,7,28000.0,
0,7,29000.0,0.00267700346
0,7,30000.0,0.00267700346
0,7,31000.0,0.00267700346
0,7,32000.0,
0,7,33000.0,0.00341700346
0,7,34000.0,0.00341700346
0,7,35000.0,0.00341700346
0,7,36000.0,
0,7,37000.0,0.005309294922
0,7,38000.0,0.005309294922
0,7,39000.0,0.005309294922
0,7,40000.0,0.00325700346
0,7,41000.0,0.00325700346
0,7,42000.0,0.00325700346
0,7,43000.0,0.004196708325
0,7,44000.0,0.004196708325
0,7,45000.0,0.004196708325
0,7,46000.0,
0,7,47000.0,0.00321700346
0,7,48000.0,0.00321700346
0,7,49000.0,0.00321700346
0,7,50000.0,
0,8,5000.0,0.007742749616
0,8,6000.0,0.007742749616
0,8,7000.0,0.007742749616
0,8,8000.0,
0,8,9000.0,0.010611013866
0,8,10000.0,0.010611013866
0,8,11000.0,0.010611013866
0,8,12000.0,
0,8,13000.0,0.007783342603
0,8,14000.0,0.007783342603
0,8,15000.0,0.007783342603
0,8,16000.0,
0,8,17000.0,
0,8,18000.0,0.006984828179
0,8,19000.0,0.006984828179
0,8,20000.0,0.006984828179
0,8,21000.0,
0,8,22000.0,0.013200404504
0,8,23000.0,0.013200404504
0,8,24000.0,0.013200404504
0,8,25000.0,
0,8,26000.0,0.004418676928
0,8,27000.0,0.004418676928
0,8,28000.0,0.004418676928
0,8,29000.0,
0,8,30000.0,0.00545251861
0,8,31000.0,0.00545251861
0,8,32000.0,0.00545251861
0,8,33000.0,
0,8,34000.0,
0,8,35000.0,0.009564961653
0,8,36000.0,0.009564961653
0,8,37000.0,0.009564961653
0,8,38000.0,
0,8,39000.0,0.01165469783
0,8,40000.0,0.01165469783
0,8,41000.0,0.01165469783
0,8,42000.0,0.004811131784
0,8,43000.0,0.004811131784
0,8,44000.0,0.004811131784
0,8,45000.0,
0,8,46000.0,
0,8,47000.0,0.005525367397
0,8,48000.0,0.005525367397
0,8,49000.0,0.005525367397
0,8,50000.0,0.009816268303
0,9,5000.0,
0,9,6000.0,0.005337910817
0,9,7000.0,0.005337910817
0,9,8000.0,0.005337910817
0,9,9000.0,0.004790392906
0,9,10000.0,0.004790392906
0,9,11000.0,0.004790392906
0,9,12000.0,
0,9,13000.0,0.004995256234
0,9,14000.0,0.004995256234
0,9,15000.0,0.004995256234
0,9,16000.0,
0,9,17000.0,0.004536079422
0,9,18000.0,0.004536079422
0,9,19000.0,0.004536079422
0,9,20000.0,
0,9,21000.0,0.004230411602
0,9,22000.0,0.004230411602
0,9,23000.0,0.004230411602
0,9,24000.0,
0,9,25000.0,0.005496079422
0,9,26000.0,0.005496079422
0,9,27000.0,0.005496079422
0,9,28000.0,
0,9,29000.0,0.005333383558
0,9,30000.0,0.005333383558
0,9,31000.0,0.005333383558
0,9,32000.0,
0,9,33000.0,
0,9,34000.0,0.006246411602
0,9,35000.0,0.006246411602
0,9,36000.0,0.006246411602
0,9,37000.0,
0,9,38000.0,
0,9,39000.0,0.005089720768
0,9,40000.0,0.005089720768
0,9,41000.0,0.005089720768
0,9,42000.0,
0,9,43000.0,
0,9,44000.0,0.005946834576
0,9,45000.0,0.005946834576
0,9,46000.0,0.005946834576
0,9,47000.0,
0,9,48000.0,0.005153383558
0,9,49000.0,0.005153383558
0,9,50000.0,0.005153383558
0,10,5000.0,
0,10,6000.0,0.012171269189
0,10,7000.0,0.012171269189
0,10,8000.0,0.012171269189
0,10,9000.0,
0,10,10000.0,0.009766831347
0,10,11000.0,0.009766831347
0,10,12000.0,0.009766831347
0,10,13000.0,
0,10,14000.0,0.006723804004
0,10,15000.0,0.006723804004
0,10,16000.0,0.006723804004
0,10,17000.0,
0,10,18000.0,0.011152520055
0,10,19000.0,0.011152520055
0,10,20000.0,0.011152520055
0,10,21000.0,0.009401377005
0,10,22000.0,0.009401377005
0,10,23000.0,0.009401377005
0,10,24000.0,
0,10,25000.0,
0,10,26000.0,0.015289484139
0,10,27000.0,0.015289484139
0,10,28000.0,0.015289484139
0,10,29000.0,
0,10,30000.0,0.00717656415
0,10,31000.0,0.00717656415
0,10,32000.0,0.00717656415
0,10,33000.0,
0,10,34000.0,
0,10,35000.0,
0,10,36000.0,
0,10,37000.0,
0,10,38000.0,0.006588790092
0,10,39000.0,0.006588790092
0,10,40000.0,0.006588790092
0,10,41000.0,
0,10,42000.0,0.008842142509
0,10,43000.0,0.008842142509
0,10,44000.0,0.008842142509
0,10,45000.0,
0,10,46000.0,0.006985379549
0,10,47000.0,0.006985379549
0,10,48000.0,0.006985379549
0,10,49000.0,
0,10,50000.0,0.008704263098
0,11,5000.0,0.00454761155
0,11,6000.0,0.00454761155
0,11,7000.0,0.00454761155
0,11,8000.0,
0,11,9000.0,
0,11,10000.0,0.005708139731
0,11,11000.0,0.005708139731
0,11,12000.0,0.005708139731
0,11,13000.0,
0,11,14000.0,0.004798485991
0,11,15000.0,0.004798485991
0,11,16000.0,0.004798485991
0,11,17000.0,
0,11,18000.0,0.01360906493
0,11,19000.0,0.01360906493
0,11,20000.0,0.01360906493
0,11,21000.0,
0,11,22000.0,
0,11,23000.0,0.004929255655
0,11,24000.0,0.004929255655
0,11,25000.0,0.004929255655
0,11,26000.0,0.005529529255
0,11,27000.0,0.005529529255
0,11,28000.0,0.005529529255
0,11,29000.0,
0,11,30000.0,0.004754206909
0,11,31000.0,0.004754206909
0,11,32000.0,0.004754206909
0,11,33000.0,0.004871144557
0,11,34000.0,0.004871144557
0,11,35000.0,0.004871144557
0,11,36000.0,0.005492151097
0,11,37000.0,0.005492151097
0,11,38000.0,0.005492151097
0,11,39000.0,
0,11,40000.0,0.005097764534
0,11,41000.0,0.005097764534
0,11,42000.0,0.005097764534
0,11,43000.0,
0,11,44000.0,
0,11,45000.0,0.004831784755
0,11,46000.0,0.004831784755
0,11,47000.0,0.004831784755
0,11,48000.0,
0,11,49000.0,
0,11,50000.0,
0,12,5000.0,
0,12,6000.0,0.026000818429
0,12,7000.0,0.026000818429
0,12,8000.0,0.026000818429
0,12,9000.0,
0,12,10000.0,0.022169202621
0,12,11000.0,0.022169202621
0,12,12000.0,0.022169202621
0,12,13000.0,0.012910802989
0,12,14000.0,0.012910802989
0,12,15000.0,0.012910802989
0,12,16000.0,
0,12,17000.0,
0,12,18000.0,
0,12,19000.0,
0,12,20000.0,0.03362392139
0,12,21000.0,0.03362392139
0,12,22000.0,0.03362392139
0,12,23000.0,0.010853345892
0,12,24000.0,0.010853345892
0,12,25000.0,0.010853345892
0,12,26000.0,
0,12,27000.0,
0,12,28000.0,
0,12,29000.0,0.010106987778
0,12,30000.0,0.010106987778
0,12,31000.0,0.010106987778
0,12,32000.0,
0,12,33000.0,0.022444148267
0,12,34000.0,0.022444148267
0,12,35000.0,0.022444148267
0,12,36000.0,
0,12,37000.0,
0,12,38000.0,0.008483558697
0,12,39000.0,0.008483558697
0,12,40000.0,0.008483558697
0,12,41000.0,
0,12,42000.0,
0,12,43000.0,
0,12,44000.0,
0,12,45000.0,0.01216774965
0,12,46000.0,0.01216774965
0,12,47000.0,0.01216774965
0,12,48000.0,
0,12,49000.0,
0,12,50000.0,0.012178619575
0,13,5000.0,0.032053756393
0,13,6000.0,0.032053756393
0,13,7000.0,0.032053756393
0,13,8000.0,
0,13,9000.0,
0,13,10000.0,0.008719701952
0,13,11000.0,0.008719701952
0,13,12000.0,0.008719701952
0,13,13000.0,0.009605147
0,13,14000.0,0.009605147
0,13,15000.0,0.009605147
0,13,16000.0,0.004968583201
0,13,17000.0,0.004968583201
0,13,18000.0,0.004968583201
0,13,19000.0,
0,13,20000.0,0.00487874803
0,13,21000.0,0.00487874803
0,13,22000.0,0.00487874803
0,13,23000.0,
0,13,24000.0,0.004091367202
0,13,25000.0,0.004091367202
0,13,26000.0,0.004091367202
0,13,27000.0,
0,13,28000.0,
0,13,29000.0,0.004890544826
0,13,30000.0,0.004890544826
0,13,31000.0,0.004890544826
0,13,32000.0,
0,13,33000.0,0.00969757698
0,13,34000.0,0.00969757698
0,13,35000.0,0.00969757698
0,13,36000.0,
0,13,37000.0,0.007475911135
0,13,38000.0,0.007475911135
0,13,39000.0,0.007475911135
0,13,40000.0,
0,13,41000.0,0.005937479435
0,13,42000.0,0.005937479435
0,13,43000.0,0.005937479435
0,13,44000.0,0.004671897211
0,13,45000.0,0.004671897211
0,13,46000.0,0.004671897211
0,13,47000.0,
0,13,48000.0,0.005365019518
0,13,49000.0,0.005365019518
0,13,50000.0,0.005365019518
0,14,5000.0,0.0
0,14,6000.0,0.0
0,14,7000.0,0.0
0,14,8000.0,0.0
0,14,9000.0,0.0
0,14,10000.0,0.0
0,14,11000.0,
0,14,12000.0,
0,14,13000.0,0.0
0,14,14000.0,0.0
0,14,15000.0,0.0
0,14,16000.0,
0,14,17000.0,
0,14,18000.0,0.0
0,14,19000.0,0.0
0,14,20000.0,0.0
0,14,21000.0,0.0
0,14,22000.0,0.0
0,14,23000.0,0.0
0,14,24000.0,
0,14,25000.0,0.0
0,14,26000.0,0.0
0,14,27000.0,0.0
0,14,28000.0,0.0
0,14,29000.0,0.0
0,14,30000.0,0.0
0,14,31000.0,0.0
0,14,32000.0,0.0
0,14,33000.0,0.0
0,14,34000.0,
0,14,35000.0,
0,14,36000.0,0.0
0,14,37000.0,0.0
0,14,38000.0,0.0
0,14,39000.0,0.0
0,14,40000.0,0.0
0,14,41000.0,0.0
0,14,42000.0,
0,14,43000.0,0.0
0,14,44000.0,0.0
0,14,45000.0,0.0
0,14,46000.0,
0,14,47000.0,0.0
0,14,48000.0,0.0
0,14,49000.0,0.0
0,14,50000.0,0.0
0,15,5000.0,
0,15,6000.0,
0,15,7000.0,
0,15,8000.0,
0,15,9000.0,
0,15,10000.0,
0,15,11000.0,0.00515179327
0,15,12000.0,0.00515179327
0,15,13000.0,0.00515179327
0,15,14000.0,0.008545944873
0,15,15000.0,0.008545944873
0,15,16000.0,0.008545944873
0,15,17000.0,
0,15,18000.0,0.008432582589
0,15,19000.0,0.008432582589
0,15,20000.0,0.008432582589
0,15,21000.0,
0,15,22000.0,
0,15,23000.0,0.009725819648
0,15,24000.0,0.009725819648
0,15,25000.0,0.009725819648
0,15,26000.0,0.009883528956
0,15,27000.0,0.009883528956
0,15,28000.0,0.009883528956
0,15,29000.0,0.009407973128
0,15,30000.0,0.009407973128
0,15,31000.0,0.009407973128
0,15,32000.0,
0,15,33000.0,
0,15,34000.0,0.00538511314
0,15,35000.0,0.00538511314
0,15,36000.0,0.00538511314
0,15,37000.0,0.00519078096
0,15,38000.0,0.00519078096
0,15,39000.0,0.00519078096
0,15,40000.0,
0,15,41000.0,0.00551600189
0,15,42000.0,0.00551600189
0,15,43000.0,0.00551600189
0,15,44000.0,
0,15,45000.0,0.00565200189
0,15,46000.0,0.00565200189
0,15,47000.0,0.00565200189
0,15,48000.0,
0,15,49000.0,
0,15,50000.0,0.00587797917
0,16,5000.0,0.010178570954
0,16,6000.0,0.010178570954
0,16,7000.0,0.010178570954
0,16,8000.0,0.011243303194
0,16,9000.0,0.011243303194
0,16,10000.0,0.011243303194
0,16,11000.0,
0,16,12000.0,0.010281701167
0,16,13000.0,0.010281701167
0,16,14000.0,0.010281701167
0,16,15000.0,0.024521452627
0,16,16000.0,0.024521452627
0,16,17000.0,0.024521452627
0,16,18000.0,
0,16,19000.0,
0,16,20000.0,0.004987021261
0,16,21000.0,0.004987021261
0,16,22000.0,0.004987021261
0,16,23000.0,
0,16,24000.0,0.010270897956
0,16,25000.0,0.010270897956
0,16,26000.0,0.010270897956
0,16,27000.0,
0,16,28000.0,
0,16,29000.0,0.02645326224
0,16,30000.0,0.02645326224
0,16,31000.0,0.02645326224
0,16,32000.0,0.008466435232
0,16,33000.0,0.008466435232
0,16,34000.0,0.008466435232
0,16,35000.0,
0,16,36000.0,0.009857046274
0,16,37000.0,0.009857046274
0,16,38000.0,0.009857046274
0,16,39000.0,
0,16,40000.0,0.004817799966
0,16,41000.0,0.004817799966
0,16,42000.0,0.004817799966
0,16,43000.0,0.005113691716
0,16,44000.0,0.005113691716
0,16,45000.0,0.005113691716
0,16,46000.0,
0,16,47000.0,
0,16,48000.0,
0,16,49000.0,
0,16,50000.0,0.011933734385
0,17,5000.0,0.00266066625
0,17,6000.0,0.00266066625
0,17,7000.0,0.00266066625
0,17,8000.0,
0,17,9000.0,0.005059396705
0,17,10000.0,0.005059396705
0,17,11000.0,0.005059396705
0,17,12000.0,0.00250066625
0,17,13000.0,0.00250066625
0,17,14000.0,0.00250066625
0,17,15000.0,
0,17,16000.0,0.00292066625
0,17,17000.0,0.00292066625
0,17,18000.0,0.00292066625
0,17,19000.0,
0,17,20000.0,0.003402106427
0,17,21000.0,0.003402106427
0,17,22000.0,0.003402106427
0,17,23000.0,
0,17,24000.0,0.00260066625
0,17,25000.0,0.00260066625
0,17,26000.0,0.00260066625
0,17,27000.0,
0,17,28000.0,0.00280066625
0,17,29000.0,0.00280066625
0,17,30000.0,0.00280066625
0,17,31000.0,
0,17,32000.0,0.00244066625
0,17,33000.0,0.00244066625
0,17,34000.0,0.00244066625
0,17,35000.0,
0,17,36000.0,0.00254066625
0,17,37000.0,0.00254066625
0,17,38000.0,0.00254066625
0,17,39000.0,0.00340066625
0,17,40000.0,0.00340066625
0,17,41000.0,0.00340066625
0,17,42000.0,
0,17,43000.0,0.00330066625
0,17,44000.0,0.00330066625
0,17,45000.0,0.00330066625
0,17,46000.0,0.00272066625
0,17,47000.0,0.00272066625
0,17,48000.0,0.00272066625
0,17,49000.0,
0,17,50000.0,0.00272066625
0,18,5000.0,
0,18,6000.0,
0,18,7000.0,0.006648972123
0,18,8000.0,0.006648972123
0,18,9000.0,0.006648972123
0,18,10000.0,
0,18,11000.0,0.008516648229
0,18,12000.0,0.008516648229
0,18,13000.0,0.008516648229
0,18,14000.0,
0,18,15000.0,0.007395050303
0,18,16000.0,0.007395050303
0,18,17000.0,0.007395050303
0,18,18000.0,
0,18,19000.0,0.008170037782
0,18,20000.0,0.008170037782
0,18,21000.0,0.008170037782
0,18,22000.0,
0,18,23000.0,0.010120198052
0,18,24000.0,0.010120198052
0,18,25000.0,0.010120198052
0,18,26000.0,
0,18,27000.0,0.005540529276
0,18,28000.0,0.005540529276
0,18,29000.0,0.005540529276
0,18,30000.0,
0,18,31000.0,
0,18,32000.0,0.005387018237
0,18,33000.0,0.005387018237
0,18,34000.0,0.005387018237
0,18,35000.0,0.01049233956
0,18,36000.0,0.01049233956
0,18,37000.0,0.01049233956
0,18,38000.0,
0,18,39000.0,0.070605815634
0,18,40000.0,0.070605815634
0,18,41000.0,0.070605815634
0,18,42000.0,0.010013220557
0,18,43000.0,0.010013220557
0,18,44000.0,0.010013220557
0,18,45000.0,
0,18,46000.0,0.052419620433
0,18,47000.0,0.052419620433
0,18,48000.0,0.052419620433
0,18,49000.0,
0,18,50000.0,
0,19,5000.0,3.007531543892
0,19,6000.0,3.007531543892
0,19,7000.0,3.007531543892
0,19,8000.0,0.002880437013
0,19,9000.0,0.002880437013
0,19,10000.0,0.002880437013
0,19,11000.0,
0,19,12000.0,0.002120816484
0,19,13000.0,0.002120816484
0,19,14000.0,0.002120816484
0,19,15000.0,
0,19,16000.0,
0,19,17000.0,
0,19,18000.0,
0,19,19000.0,
0,19,20000.0,3.003069948345
0,19,21000.0,3.003069948345
0,19,22000.0,3.003069948345
0,19,23000.0,0.004714326234
0,19,24000.0,0.004714326234
0,19,25000.0,0.004714326234
0,19,26000.0,
0,19,27000.0,
0,19,28000.0,0.005477108721
0,19,29000.0,0.005477108721
0,19,30000.0,0.005477108721
0,19,31000.0,0.004290454773
0,19,32000.0,0.004290454773
0,19,33000.0,0.004290454773
0,19,34000.0,
0,19,35000.0,0.007073551063
0,19,36000.0,0.007073551063
0,19,37000.0,0.007073551063
0,19,38000.0,
0,19,39000.0,0.004524692051
0,19,40000.0,0.004524692051
0,19,41000.0,0.004524692051
0,19,42000.0,
0,19,43000.0,0.005232471118
0,19,44000.0,0.005232471118
0,19,45000.0,0.005232471118
0,19,46000.0,
0,19,47000.0,0.013341824984
0,19,48000.0,0.013341824984
0,19,49000.0,0.013341824984
0,19,50000.0,
0,20,5000.0,
0,20,6000.0,
0,20,7000.0,0.004207884135
0,20,8000.0,0.004207884135
0,20,9000.0,0.004207884135
0,20,10000.0,0.004543112813
0,20,11000.0,0.004543112813
0,20,12000.0,0.004543112813
0,20,13000.0,
0,20,14000.0,0.003217118046
0,20,15000.0,0.003217118046
0,20,16000.0,0.003217118046
0,20,17000.0,
0,20,18000.0,0.002477273886
0,20,19000.0,0.002477273886
0,20,20000.0,0.002477273886
0,20,21000.0,
0,20,22000.0,0.003294245892
0,20,23000.0,0.003294245892
0,20,24000.0,0.003294245892
0,20,25000.0,
0,20,26000.0,0.003117723479
0,20,27000.0,0.003117723479
0,20,28000.0,0.003117723479
0,20,29000.0,
0,20,30000.0,0.002377984128
0,20,31000.0,0.002377984128
0,20,32000.0,0.002377984128
0,20,33000.0,
0,20,34000.0,
0,20,35000.0,0.002298357233
0,20,36000.0,0.002298357233
0,20,37000.0,0.002298357233
0,20,38000.0,0.002258690456
0,20,39000.0,0.002258690456
0,20,40000.0,0.002258690456
0,20,41000.0,
0,20,42000.0,0.002798688382
0,20,43000.0,0.002798688382
0,20,44000.0,0.002798688382
0,20,45000.0,
0,20,46000.0,
0,20,47000.0,0.004215480415
0,20,48000.0,0.004215480415
0,20,49000.0,0.004215480415
0,20,50000.0,
0,21,5000.0,
0,21,6000.0,0.005076079422
0,21,7000.0,0.005076079422
0,21,8000.0,0.005076079422
0,21,9000.0,
0,21,10000.0,0.004628367484
0,21,11000.0,0.004628367484
0,21,12000.0,0.004628367484
0,21,13000.0,
0,21,14000.0,
0,21,15000.0,0.004528367484
0,21,16000.0,0.004528367484
0,21,17000.0,0.004528367484
0,21,18000.0,0.005299742212
0,21,19000.0,0.005299742212
0,21,20000.0,0.005299742212
0,21,21000.0,
0,21,22000.0,0.005433383558
0,21,23000.0,0.005433383558
0,21,24000.0,0.005433383558
0,21,25000.0,
0,21,26000.0,0.005016079422
0,21,27000.0,0.005016079422
0,21,28000.0,0.005016079422
0,21,29000.0,
0,21,30000.0,0.004849720768
0,21,31000.0,0.004849720768
0,21,32000.0,0.004849720768
0,21,33000.0,
0,21,34000.0,0.004876079422
0,21,35000.0,0.004876079422
0,21,36000.0,0.004876079422
0,21,37000.0,
0,21,38000.0,0.004930411602
0,21,39000.0,0.004930411602
0,21,40000.0,0.004930411602
0,21,41000.0,
0,21,42000.0,0.006570270416
0,21,43000.0,0.006570270416
0,21,44000.0,0.006570270416
0,21,45000.0,
0,21,46000.0,
0,21,47000.0,0.005284663413
0,21,48000.0,0.005284663413
0,21,49000.0,0.005284663413
0,21,50000.0,
0,22,5000.0,
0,22,6000.0,0.006806413828
0,22,7000.0,0.006806413828
0,22,8000.0,0.006806413828
0,22,9000.0,
0,22,10000.0,0.004749109262
0,22,11000.0,0.004749109262
0,22,12000.0,0.004749109262
0,22,13000.0,
0,22,14000.0,0.005017113705
0,22,15000.0,0.005017113705
0,22,16000.0,0.005017113705
0,22,17000.0,0.003744262813
0,22,18000.0,0.003744262813
0,22,19000.0,0.003744262813
0,22,20000.0,
0,22,21000.0,
0,22,22000.0,0.004990327379
0,22,23000.0,0.004990327379
0,22,24000.0,0.004990327379
0,22,25000.0,
0,22,26000.0,0.005035757541
